Clean_tweets;Labels
boya nthabiseng lol soze ;neutral
ntshengulanak sizwehosia amanga 🤣🤣🤣🤣🤣 ;negative
yho jonga 😭 ;negative
kaizerchiefsibuhlungu die ding ;negative
ron can91 uphambene na kakade ;negative
ngyasha sekusele kancane nje ukuthi ngihlale nginqunu 🥵🥵 ;neutral
silindokuhle74 hay jonga 😤 ;negative
kaydee madala obufana kunye nawe ;positive
obieswaden cabanga te whole of ibhansa hhayi iyive iphoxa chiefs kodwa ;negative
thenorthboi lol ndifuna ukufaka indoda moss 🤷‍♀️ ;negative
terrymap1 hai kancane ;neutral
zasha4point2 godfreyribane advobarryroux hay kuthi nangoko ayengabi sisishebo sasiwatya ngoku kusaphekwe inyama as kids ;negative
iqonga lomtsha bangenwe yintoni ababhuti ;negative
tshegof41572260 ubufebe noku phinga lokho khohlwa ;neutral
keletsomss ngfuna ukukthinta ngiknwaye makncinza mama ;negative
lekomadlala no lomunye angaz noma owakwa mkhwanazi yini but kugcina kufunda ngaye kwathiwa basamisiwe ngeskhathi kuvalwa leya academy yenu ;positive
molweni usukuphi adams amp griggsla ethekwini ;neutral
just kheeyah cindyswa m dm bethuna 🤣🤣 the way i love kimberly news mntakabawo you would swear ndiyabazi abantu bakhona but ke singamadoda we are waiting for those dms khanithumele 🤣🤣 ;negative
zecky2409 nzuzohadebe1 cishe ngathi congratulations to imaam😅🤣 ;positive
decided to make this perfectly medium rare steakinyama yamadoda kayivuthwa😍 ;positive
phulaphula qho ngoo lwesihlanu ​​sitsalele umnxeba usixelele ukuba yintoni eyenza umhlobo wenene ibe sesona sikhululo sakho esisenyongweniungazifumanela ithuba loku phumelela ir1000​olukhuphiswano luvala nge 30 ka november 2022 00h00unomhlobomhlobo ;negative
umuhle yintoni le ;negative
uluyanda gama bafo khandifake ezi taxinindifuna le line yase riverside viewill help you with excel 😂😂 ;negative
liasefume seku sele kancane 😍 ;positive
ntandozi007 dika kakubi lanto ;negative
inoba badikiwe kodwa ndim kuinsta cf wam 😭 ;negative
mantsha k uyezwa sthandwa ;neutral
tshepojeans wahalisa kanjena lomntana manje ;neutral
laxamel melikhayal3006 soze ;neutral
chrisexcel102 menzimdunge1 he must do the dna ngekekonakele ;neutral
edwardthembasa i zi birds mhlekazi ;positive
soze ngimyeke 🐒 ;positive
i am yanda ngiyadlala mhlekazi ;positive
ngconden lady patience29 ingxaki abantu abasela yonke into ngexesha elinye oyoze uba bone bedunduluze oluhlobo ;negative
snesibiya jonga kelvin is the king ;negative
nkosi shebi maybe it was the vibe emshadweni ;neutral
uyacasha bohlutho mangthandaza ngiyaye ngithi nkosi ngifihle ezithen zami😉 ;positive
realgiven k uyazibonake i told you you reaching let’s leave it bro i’m only refuting your claim that colleagues are unqualified issa lie amanga ;neutral
first thing i’ll do when i’m in jhb ukuya kwamaimai ngidla inyama eqotshelwe kwiscabha sawardrobe ng’phuze nobeer ovulwe ngezinyo😭😭 ;negative
roxzanex gents nantsi iex yamgents bafo buyela kuye😩😩 ;negative
bhut tshutsha spitchnzawumbi mrcow man mandithembe manene lomfo has not stolen this photo from one of you i know you occasionally post photos of good food ndimazi engumntu oposta utywala uba uqale nini ukuposta ukutya ndikhwankqisekile 😂😂😂😂 ;negative
that slay queen olivia will be the death of me 😂😂😭😭 tf is wrong with amasi and umphokoqo our african salad 😭 olivia abeg 🙈🙈bbtaitans ;negative
orlandopirates capetowncityfc officialpsl dstv supersporttv ngicela ukunga hambeli amahhala kusasa ;positive
lazola khawubaxelele makazi🤣🤣😭😭ubuready shem ;negative
jonga ipr team ka ice spice works over time cause how tf do i see post about her almost everyday kodwa i dont even follow her namhlanje i decided to check here music out and see whats the hype mxm biyi waste ye xesha nelo ;negative
zukolatest ndifuna uyimamela when i am high ;negative
kopa womb ka pela pelake tshoganetšo kya phuthuma ;neutral
znonjiji you forgot to say because was busy checking text on my phone i nearly lost my bby you ladies with you long nails hay maniyekwe niyayinyalo phone stru bob ni drive ke phofu ;neutral
andile matsh ndiyabulela ☺️ ;positive
azania1023 welele inganekwane 🤣🤣🤣 ;neutral
qiniso mbili cha ayikho into ebuyelwe uramaposa usuke enza izaba nje sbone ngathi uskhathalele kodwa iqiniso akanamaqhinga akukho lapho ethinta khona kulunge ezinkingeni esbhekene nazo njengezwe okwe nersa ivumela eskom ukunyusa ugesi kusho sobala ukuthi uqhoqhobelwe ongxiwa ;negative
george zet uthi umhle hayi nje kancinci ;negative
ewnupdates inganekwane 🤣 🤣 🤣 ;neutral
bheki nyathi i qiniso lelo mfethu ukujiki ;neutral
sibiyacharmaine sicelo 11 cabanga lenja 😭 ;negative
elonmusk ingaske uhambe neza rocket zakho ungaphinde ubuye ;neutral
ngaske ndingqengqe esifubeni sibukele series🥹🥹🥹 but phi ke 💔 ;negative
xa ndithetha inyani ndidikwe yinto yonke ;negative
twala gcina i think it an case of another day ngeke 😂😂😂😂yabona nje girl uzihlalela phansi🤣🤣🤣konakele ;negative
bra mnqundu explain ndifuna uva 😭 ;negative
i loved ukholo lwami ngonyuka nalo😂😂😅 ;positive
inoba i’m overstimulated i need silence and the dark to think properly ;neutral
i hope my soulmate didn’t read this makandifumane usisi kaloku 🙏🏾 ;positive
molweni 🤧🤧🤧 ;neutral
djsgqemeza mrozawangempel morning basakaz bethu sesvukile sibonga intando kajehova ngicela ukuvuka nomnden wakwandebele wonke nowakwantanzi wonke ukhozi fm ukhozifmvabs ;neutral
no but being underprivileged shouldn’t mean eating amasi for lunch at school amasi for lunch what’s the catering budget for the school there must be something else abangayipheka ;negative
nonjabuloshozi jah khuluma ;neutral
mbali ndlela 😭😭😭😭 cabanga mashaya ;negative
iam lwaz ndumisochili3 jayy sayz this is the reason essay questions have a focal point they were trying to teach you something if you read for comprehension not to sound smart you would have understood the focal point of my tweet s’bonge incazelo even though it was unnecessary 🙏🏽 ;positive
ukhozi fm ngiyizwe kancane lenxoxo ngiyethemba izoba khona ipodcast🙏🏽🙏🏽🙏🏽 ;positive
luthandofuze 🤣🤣🤣 soze ;positive
sthethelelwe hey cela uvule ama dms or dm me ngicela ukukhuluma nawe ;neutral
gogontaba can’t even suggest drinking as a solution so icebo masithi ntsu and prayer🥲 ;neutral
cherrypopmysoda they friends cabanga ;negative
ngaske ndicime mna ;neutral
vulani ispace ndifuna ukuva umgosi we cheesecake ;negative
bheki nyathi cabanga nje mfethu traveling at night while its raining such potholes will simply throw you over the bridge ;negative
sira717 patricia bantom eix bekumele bakhulume naye for iskhashane kancane phela angazwanga nix lomuntu ;negative
🤳☎️ntate thuso emong haesale a tshela hubbly bubbly ka hara school bag sa ngwanaele nna hosane ke founela lesedifm ke batla fela hore malome wa mafahla aka ledinyane la tau le diphakaphaka le pepete 😅😂😂😂😂😂 ;positive
mina ngibuka kdrama on netflix ;neutral
fortunatemolau1 umzali loyo😭😒 ;negative
this boy akayazi impilo udelela too much please do the right thing as moja love he needs to be arrested not unless you are promoting gbv isencanelengane ;neutral
aktion hank karlincheese in his defence inoba yayi mistake kuya pushwana pha 😂😂😂 ;positive
omtimka uzimisele impela ukuba ilunga le academic cabal commissioned to manipulate the masses in favour of rich criminals who parade as anticorruption champions while cr17 bank statements remain sealed and phala phala farmgate sidestepped pitty ;negative
ziyavulwa izikole sisayohleka into engekho nothisha 😩 ;negative
gzzy world ae 1 game loss ibuhlungu ;negative
blaqrouz 29 will do ndiyabulela kakhulu ;positive
queenwordsmith guest list yonaokanye its your sole responsibility ;neutral
rtebxbريلاكس مساج في جدة و الرياض المنزلي والفندقي مساج منزلي مساج فندقي مساج بجدة مساج بالرياض مساج البيت مساج الفندق مساج المنزل للتواصل معنا الان عبر الرابط المباشر في الصفحة الرئيسية نتشرف فيكم في اي وقت 🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴🔴ءء ;positive
sisandasigidi uxolo sthandwa malume is now rested ;positive
remiazania1 ever since elon musk took over kubi ngempela ;negative
collen sambo2 nope imali encinci is the cause ;negative
angie motshekga the heartwarming welcome dale van blerk received when he arrived after the 24 days walk from johannesburg to highlight the need at dawede primary school in molweni kloof 620 km moladi kznfloods walkthetalk classrooms schools ;neutral
bryannkosinathi bengithi ngizobuza unamalini but noticed quotation marks 😄 ;positive
kingbishop1st ewu jesu soze sisebenze 🙆 ;positive
thato67630311 lutho hayi kulonyaka hayi namuhla hayi ngaleskhathi ;negative
alextrabm kasibcnews mmusimaimane uxolo ;positive
wahlala phantsi kumnandi kangaka me to my ex on the wheelchair 🤭😅💃 ;negative
osqaphela isstufuza sithanda ukshutha la sishutha la kphela lapho asibabi 😭😭😭😭🤚🏾 ;positive
amajita anice azithandela utywala ;negative
senzo ts lutho ngisayobambile bafo kuyafana lama file stove esangilindile mhla ngibuya ;negative
spitchnzawumbi andiyityi ndiyayi boxer ndiyibhekisa phezulu ;negative
gladsonsibiya ndicela ke sithethe ngezinto ezi positive ;negative
motso mashego woke umnake uyawathanda amadoda u hlomu inkinga usuke wathi eqeda kuthola 🍆wasshada fast fast so u gal bengaka dlali enough every time maka borwe u hubby u sbwl a different 🍆 ;negative
sir trillsa thatomoremi28 this breaks a soul uxolo bhudi ;positive
bahola ngokuqamba amanga😳😳😳 ;positive
godfrey nthako proteasmencsa ukhule ucinezelwa ngabelungu wena zange ndambona umntu othanda ukuthetha kakubi ngabanru abamnyamayibabhetele ;negative
mkhaba m sbonge ngokusethulela imdlalo bukhoma siwtholile umdlalo izolo nakhu sotholomunye manje baningi abangakhoni ukukhokhela lama channels abizayo syabonga kulo ukhozi fm ne sabc sport ngokuscabangela congrats ku amazulufootball ukhozi fm luhamba phambili emadlankala ;negative
mondaymotivation 💙🤍💚siyafumaneka kumakhasi ethu omxibelelwanowhatsapp kule nombolo 066 153 2936 okanye usibambe emnxebeni 045 838 1441 abavelelifuneraldirectorsservingthroughdignityandtrust ;positive
yhooo hai sana ucinga oluhlobo everyday ;positive
missramokoka hawu encane kangaka precious😛 ;positive
my kid found me watching tv and asked haybo makazi uright why ubukele itv kuzakunetha ivanilla coke ;neutral
richmondsajini yintoni i mirepoix richmond ;negative
yoh bethuna ;neutral
mina ke i keep birthday grudges soze ngithi happy birthday kumuntu ongashongo kimi😎🚮🤞🏻 ;positive
jayjayxinwa uvile kuthwa uzahara ufuni collaboration norihannalike ;neutral
that part tyhini bethuna ;neutral
sicelo hltshwy kuzolunga mkhaya🤘🏻 kancane kancane ;neutral
abutidese zimasabuhle kengoku kutheni uzothi ndimdala tatam 🥺😭 ;positive
nampree bathi yintoni ingxaki yabo msuthu omhle ;negative
buyekeni utshwala ;negative
lebo mamosia uxolo ubethe lo 8 ndilele mna kuqala its just been a long ass week ;positive
awamahle awamahle ama relationships enu from a distance sondela eduze ubone amahliphihliphi aku behind the scene 🎬 🙆🏾‍♂️🚮 ;positive
lwandoscotch nci nci nci ayi bandla usufuna ukusungula eyakho intaba nawe manje ;negative
solphendukaa kodwa ke sol mina isiyangdina lendaba yama clever blacks agijima aye kwa mai mai to criticize ukudla kwakhona awaqhubeki ngani edle ko sandton asishiye phansi thina no mai mai wethu asikaze thina sabona inkinga siyadla sizihambele ;negative
eyezac10 aowa soze ;neutral
gugulethunza abo sqalo nesphetho❤️ abo phakade lami❤️ ;positive
spitchnzawumbi sekho happy umntwam bethuna 😍 love this for you mazaleni 👏 ;negative
his crying bethunana 🤣🤣🤣🤣🤣🤣bbtitans ;neutral
mikemakaab kuyefana i goal lingenile labalwa waphela umdlalo badliwa abantu akame kancane u gwadiyola ;negative
siphamandlagoge myanc cyrilramaphosa ucupheshe ekugubheni imfihlo😀😀 uyancomeka umsebenzi wakho 👊 ;positive
lelembinda yile gender yenu kaloku ;negative
bengithi ngikhipha ibhabhalazi ngavele ngadakwa now i need coffee ;neutral
edwardthembasa ukutya ka 🐇 haikona🤣🤣🤣 ;positive
ngaske ndizlume ;neutral
milamiza khonditswebele sthandwa sam kancinci nje baby ndizothi one two tree ;negative
i spoke about this earlier on today and hardly 8 hours later there is another report radio2000 za mapasekamokwele we need to delve deeper into this topic rona re tsaba mjolo coz hayi bethuna men women will make you vanishthe chopping part gives me goosebumps😭😭😱😱😳👀 ;negative
zola sven haybo nantsi ;neutral
makazi usikwekwe ebuhlanti ba sizibhubhisa ngotywala only for us to drink right after😭 ;negative
ei yini abantu abasayithandi imali anenze u connection ethekwini umuntu athole umsebenzi uncono aw kwahleni boooooh ;negative
mandisele iwine yam kwam kengoku 😁😂 ;positive
carol mkg banemali yonke into iza kubo soze balambe nanina ;negative
every time i cut my hair people of this family hold meetings just to laugh at me without fail😭😭😭imagine if my family sees me ugly imagine the whole of the world bethuna😢😭😭 ;negative
sphe yogetto6 that’s exactly why i’m not even gonna start because ibuhlungu leyofeeling and the next person doesn’t understand ;negative
goolammv kahle kancane ;neutral
mellucy 😂😂 nah sundays are for relaxing in bed bethuna ;positive
bethuna ligeza le ntombazana ;negative
carwootah abadlali ngemali ababantu they know priorities ndihleli namajita ay2 both didn’t have a car accounts loans credit cards instead bane savings account and baphila ngo cash ;negative
jackiephamotse youve been very consistent about this sis keep warning these young girls iyabulela ilali🙏 ;positive
asa jikwana wandilehlamvana ndimxelele kdala🤣🤣🤣 ;positive
lazynailtech3 kutheni nqabile 🥺 ;neutral
ngicela sihloniphe ugoku ;neutral
zbu m 2dayatnytestop watching moviearound 10pnthats time 4 making babiesnizwile nehjitasabo slenderabo bigaaiin the morning bafwethu🤣🤣🤣 ;neutral
ncedo 18 ndiyabulela mntam😇 ;positive
king1986t africafactszone fortunately abanolunga phaya singabathumela emakhanda at least ;negative
sandileh ngcobo ayanda mthatha i hate writing a sentence and umuntu just reply ok ok is not even a word noma ubungachazanga mapholoba akakuthathi serious she only takes herself serious uma usamthanda ufuna ukuba naye akaqondise isimo senqondo yakhe uma kungenjalo ngeke ube nokthula ;negative
umalume is always making sense👌👌 isencanelengane ;positive
ontie odm i relate tshomam ingaske ndingayeka yonke into but phi 😭😭😭 ;negative
treasurelion funeka khe ndihlale naye ndimxelele indaba zakhe 🤣🤣🤣 ;neutral
mthombothi uyisdwedwe cabanga 😂😂😂 a fool of note ;negative
pabiier iqala ingxaki kula madoda afuna ukufakwa umnwe emnqundu n the umve esithi ufuna ukuyifaka kuwe emnqundu ubone ukuba makivele kuphele qha ;negative
at least after 10 years noko you should be progressing kancinci ;negative
sekkozz sekoz molwenapho khondithi jize ngenombolo kanomyayi wakho pha kwidm ndifuna sihlebe ngala voice ka njengele ;negative
siphokoltana i am taking early retirement 😭 soze kalok ;negative
xivondwani2 yaeh leyi ingozi mr vondwiii ;negative
moloij lutho ;neutral
yintoni ifitted 😭😭😭😭 ;negative
peutty uxolo mntanam ❤️ ;positive
spitchnzawumbi sport loy uwfm88 106fm vukamzantsi molweni mazaleni huntshu kuwe mntakwethu ubusiphethe kakuke singaba phulaphuli okuhle kodwa empilweni yakho kukhanye nalaopho uyakhona ngqushwa emaxhegweni ;negative
qondi ze 🤣🤣🤣🤣 i swear your gender could be billionaires if yall turned amanga wenu to movies ;neutral
siphiwomlungisi qwezi19 sigujana za 😂😂🤣🤣😂🤣🤣😂tenza mina uyang khathaza stru i think i watched it 3x njalo i discover amanga amasha tebza ufuna uku thengisa ama drugs ahambe ebsuku manje his mother akazi funi lezo ;negative
mthwakazidona you really are 2023tone down kancane and the snakes will show themselves ;neutral
speshy ndiyabulela grootman 🤝🏾 ;positive
sir trillsa thatha intambo uzilengise ayikho enye indlela ;positive
lam lloyiso thole that is possible lamasela soze afune ukushiya intlutha ;negative
uwfm88 106fm pastorthedj soze wakhe indlu ingena foundation ;neutral
incest bethuna ;neutral
gudeka okoko ubuyotyiwe ntrwakuthi uvuka ekutipheni nangoku if you are trying to compete with black putin youll lose mlambo is a champion ;neutral
matekihlabisa tried to do that bulawayo kodwa ke hlulekile the level is tooo extremely apart ;neutral
haibo kutheni ndisitya kangaka 😭 ;negative
sosah fie 😭😭😭😭😭😭😭😭😭😭😭 amanga aphuma kumkhulu ;positive
chrisexcel102 violence khohlwa ngama thousands this year ;neutral
vandal707 ngizok thinta mangiye new germany ;positive
spitchnzawumbi eyi bethunana😭😭😭 ;negative
1kzntvnews kebayeke i crime emadlankala bahlangane njengo mphakathi benze into ebayisa phambili 👏🏽👏🏽 ;negative
yintoni le esikuyo ;negative
ucijimpi bandile banks kalula kabi its up there nawo amataxi ;negative
my meds are so expensive bethuna what the fakhi so much money just to survive ;negative
mally zuzwi haibo umvuzo wezenzo zakho lo ;neutral
queen dracula maxdanofthieves hay ngaske ndibe yi flag ngeke kalok yhini 🤣🤣🤣 ;negative
“eyami indoda anginankinga nayo inkinga zethu sizozibona ekamareni” clown thando 🤡 isencanelengane ;neutral
keletsomss soze uphinde sana🙄 ;neutral
l walked in l bought the food no gun nor peer pressure lt is food food ukutya ;neutral
lazola ndamase inoba bendithengelwe nguwe utywala why is the anc giving them food parcels and parafin before voting day do they not eat other times why are they also saying they will lose grants if anc is removed from power why continue complaining about the same anc its not all but some ;negative
goddessshabnam tinklesd ubothimnguni promise mrs law realblackcoffee ngiwazi kahle umjolo wena vuma ukuthi uyabheda ngokufaka ingane entweni engekho ongayazi if black coffee wanted a dna test he would have done it kudala he is not in doubt or denial enhle cheated leave her kids out of it dont push into engekho at the expense of their kid ;negative
“ndiyaxolisa kaloku jola elihle” yeerrrr 😭 ;positive
kayfelow2 siiphelele tshawe elihle go to court ngempela i have male friends who have won full custody after dealing with selfish women like these you have a better chance of winning in court than you do trying on your own good luck ;neutral
sithandilenkosi salute cha uyakwazi ukudla india yakho muhle umsebenzi ;positive
kanyi kamthembu ngxee mvelase uxolo mntasekhaya😔🙏🕯 ;positive
marvinauthentiq ndzaviderrick inkomazi is too sour causes heart burn amasi is the king ;neutral
scrollaafrica it might have been bad that they stormed the school kitchen but guys to be honest amasi nophuthu like really that type of good is good when you want to relax not at school im not condoning the situation but thats to deprive positive human qualities boroko ngwaneng ;neutral
andithethi ngokutya who ever cooked that cow meat hayi jonga uyenzile 🥲 ;negative
sandilemkono thank you so much mhlekazi audacious growth doesnt stop here💪🏽xo ;positive
xolela m ubuhlungu ke le 🤦🏽‍♂️ ;positive
yamkela fanisi that’s been my question once usuyitholile answer let me know in fact i was about to text you for incazelo ;negative
eugene lugomo kwenzeke ntoni kakade ku lulu 💔 ;negative
ngamane siyeke or ungangitholeli lutho ;neutral
abanye baqala umsebenzi monday mina khona ngisiya ekhaya angazi kubizwani lokhu ;negative
bongzmessi jonga the celebs amp politicians were vaccine influencers but we stood firmasizi ;negative
its fridayand its weekend mos 😂🤪🙈please relax and drink responsibly if u are drinkingbut for those of us that are on the other sideand indoorslets netflix and eat our inyama peacefully🙈🫣 happy evening and lovely weekend bahlali ❤️👊🤩 ;positive
hade boy okwamanje ziyakhala 🤣🤣🤣 ;negative
sizophilamkhize awu engathi babeqamaba amanga ukuthi ulala nabo bonke help muhle wami ;neutral
ayandamsweli46 konakele kakhulu manj and kulahlosa ithemba indlela okiyyona ;positive
kakana sane soze amyeke shame😭😭😭 ;negative
uluyanda gama sengsebnzisana nani ngezinye indlela bafo angthuswa yilutho ;positive
kagxabhase and mhlampe uwe isizathu sokuthi iyphuzele etaxin🤭 ;positive
tbo za what you did on ixesha a thing of beauty ;negative
athigeleba i know the cause…the numbers are not numbering phaya kwi komfa go to kunye and heal 🤣🤣🤣 ;negative
ukhozifmvabs djsgqemeza ukuhluleka akusilona ihlazo okanye ihlaya kuyinkomba yokuth uyazama so nje ukuhleka omunye umuntu ngokwehluleka kwakhe akuryt impela awupheze lowomkhuba ebantwini 🙏 mrozawangempel ;negative
condolences iyonake into enyaziyo kuleli office umsebenzi dololo ;negative
shantel tee haybo this woza ngikvulele indlela was universal kanti😃 ;positive
jabulane r hawu ngempela ;neutral
kunye will be doing the most that is hosting a fire party ;neutral
uglycamagu lol khange ndiyaz aqus ba yi tyma le askies 😂🤣🤣 ;positive
i wanna go home to my man😭 ive had it with this day sana ndidiniwe man ;negative
thatdammygirlie mina inkinga yami ngiyawalibala amaphupho ;negative
ngoba yintoni le nto kufuneka thina sithethe ngelwimi zabanye abantu kunoba sithethe ngelwimi zethu ;negative
xelo sa can we get married online or should we wait for home affairs to open ngomso 😭😭💚 ;negative
oko unyaka uqalile ndingutyatyaza sana nothing works wena pectrolyte mayogel cipla loperamide bekuthwe igood ke nalo activated charcoal na kakade 😰 ;negative
yandiberry telkomza uxolo cc ;positive
mzwanelemanyi spokespersonrsa thecitizen news maybe you should try to get a farm financed through vendor mhlekazi but not as front ;positive
ugirl is so adorable 🥺🥺kodwa mina bengizothi ngicela ukuhamba nabo nami haw mekunje ;negative
soze bamfumane ke lo🤣 ;neutral
eita olaa blacksh90139340 psaflive newzroom405 psaflivenews i think that question you need to ask kulomntu who invited the guy not mna mjita m sure lamjita khange azicelele but he was invited so plzz ask the person who invited him uba ebengenobiza wena uzothetha lento uyithandayo ezothandwa ngotshomi bakho ;negative
njinjiwami washaaaaaaa 💃🕺🏽 yamnandi leyo mix mabhulubhense wodumo ukhozi fm ngikuvulele phezulu kumanje ngala eshowe asambeeeeeke ukhozifmtop20 ;positive
timeslive cyrilramaphosa you couldnt take a decision and ban people from china from coming to south africa if you think we will listen to you this time khohlwa you got another thing comingwe not scared of the army phela instead of deploying them to the boarder you set them on us ;negative
a friend did her matric and got symbol d wenza course angayithandiyo and got diploma and advance kuyo lena ayifunayo course she doesnt meet requirements with her matric results ngoku ufuna uphinda grade 12 but woyika to fail ;negative
artindira uyaxoka sobe aphinde alale ngokuityala aliboli ;negative
thintitha omunye eswenke kangaka kodwa ;neutral
nalowa1 its plain human rights abuse in africa its plain and simple theres no lies in the media ;neutral
🔥🔥🔥😭😭angisho nicabanga ukuthi niyafunwa ;negative
saw a thread here the other day on medicalaid plans in byo cant find the tweet please share bethuna lets plug each other its a must a need ;negative
my crush is such lush soft woman bethuna kuthi ndim nike yonke into emhlabeni ;negative
ikanyengm intoni leyo ;negative
sana can’t believe my friends just bullied me to go out 😭😭😭😭😭 i was having such a peaceful netflix night bethuna ;negative
hulisaniravele radio702 oh wow very interesting how will you manage that phela wena hlezi uzihlekela 😚😂🫂 ;positive
u asanda ufuna ukbona imoto ebenghamba ngayo izolo phela mina ngvane ngamqambela amanga ngoba ngfuna ukhamba naye ;negative
hlalymagwaza oh bethuna congratulations sisi you deserve 👏🏾🥂💫 ;positive
uma pholoba atlst kukhona oktholile inkinga lidinga iskhath nesneke ;neutral
bbwmaturity lindo ntusi n hlezi kukhishwa amapost kodwa lutho ukuzwa omaziyo ethathiwe ;neutral
skhomo23 jonga andiluthandi uchuku ne but ngoku lento xa uthetha ngaba hayke ivulela nencoko zobuhlanga and and and ;negative
mawrongzjnr noba wenzeni kakade abamameli and asinandaba ;positive
bathong nina lutho i philippines ;neutral
siphe kh soze bathi peh ;neutral
phume22 ave sihamba kancane isikhathi 😭 ;negative
loadshedding is making it extremely difficult to work and study at the same time umbane umka ngo2000 abuye ngobusuku sendihebuka bubuthongo ndingasenamdla tu ;negative
kivavukanii1 tumz vintage ucinga ukuba ukuthakatha kubukho komtshayelo… ;negative
its been a minute ngempela for me too i think its simply because its not all over town ;neutral
ntsikimazwai mntase khaume kancinci ngezi vulgar words zakho ;negative
casuallycaleb intoni ;negative
andilencube snlwa ngathi le interview ka dylan kerr nizo yenza ksasa ixesha limke snawa ;negative
zweliking soze babes 😂😂😂 ;positive
wafuna ne kiss ndaqonda uphambene ndrii kengoku🤣🤣🤣🤣🤣🤣 ;negative
did i not get closer to the car its locked 😭😭😭 hayike im asking this guy to pls call siyanda bcs i need her gf to come take me to my car so i can go home😭 mfana is calling both fones straight to vm 😭 at this point ndiyalila shame ngoba im in disbelief 🙆🏾‍♂️🤡 ;negative
lmkonqo kubukelwa phi bethunana ;neutral
carolinerathabe ufake something phambili ;negative
tlholang le mmabaledi wa botshelo mo rata re tshela yo molemo timpakgolo ya jerusalema 🙏😇 ;positive
caca made i didnt know creating human life yinto emdakauxolo ;negative
jonga😭😭im dead ;negative
noxie peterson philmphela ekuseni kangaka noxie 😭 ;negative
wandilehlamvana jonga l am not bashing kodwa ke l think abantu gives it a lot of pr ayikho bad and its not that wow as well ;negative
phuzani amanzi ;neutral
cyril has got me liking hellen zilles tweets cabanga 😟 ;negative
mzwengonyama ngangithi amahloni kodwa sila la esikhonahulumeni wenu ;neutral
lulu luwela oh when he does mkhombe abhankini sis ngoba soze uphinde uyibone 🤞🏽 ;neutral
robertmarawa 947 vumafm risefm943 sowetanlive ndisoloko ndinawe mhlobo sagt2000gtmetrogtvumagt 947 jonga🤟🏾ndi pha ;positive
zaharasa awunxilanga kaloku mntase ;positive
sine macgowing hay jonga yandidika mna ngok ;negative
br2022cleo yangcangcazela naye yaya xa ebony ukutya ;negative
charmeleonchina changea amaghiya siya phezulu 🤣🤣 ;positive
makgotso dee radio2000 za davidmashabela yazi andifuni ukuhleka kodwa ndiyahleka 😂🤣 ndihlekile andifuni ukungatshondakhumbula into ethandwa ukuthethwa ngumama esithi ubetha okanye uquqa ubuyelela uxela izulu lasemtata yaphindwa ivnlendaba ibuhlungu ayihlekisi simana sithi hehehe kodwa ibuhlungu ;negative
supersport united veteran striker thamsanqa gabuza is believed to have rejected a move to royal am ahead of the transfer window deadline ✍🏽 sabcsports superjourno read more 👇🏽 sabcsportfootballpsldeadlineday ;positive
xoliswazondo mna ingaske ndi covere wena 😂😂 ;positive
unambo1 true that i wonder yenziwa yintoni lonto morning to you too mntase 🤍 ;negative
thabisazandile uxolo mommy sisonke ;positive
lullo m letsang b galcra lol ukhangela ntoni nana ;negative
anelithaag9 mntakamalahle ludidivelani just because ubhuti wakho namaboufriend wakho engakwazi ukuziphekela susiquka kuloo mfishimfishi thina aninamiqolo gqitha hamb’ulangazelela yonk’into le hlukana nathi uye kwezontlanga kucac’ba zigqibelele emehlweni akho akukho siko lizatshintshwa apha ;positive
akonpsj nande mqoqi haybo yinto yanini kengoku le tjo ubomi bufutshane kodwa yini umntu osweet kangaka ;negative
neomodihapula loud and clear mhlekazi ;positive
dkhaphe youre just aesthetically appetising and mouth watering 🥰🔥🥰 sbwl we can meet kaloku 😍 ;positive
ingxaki zam just got a bbl for december mntakabawo ;negative
alan sithole maybe he was great at brighton hai andazi apha ubhidwe yintoni even though bemthengela players kuyefana ;negative
balush7 baby😭😭😭😭😭 kha ume kancinci wethu please yhoooo hay ndiyamzonda ka mkhwetha ndini wakufundisa i toxicity 😫😫 ;negative
gao sena matric oska cover di buka tsa ngwana o mo tshela bati ;neutral
sommernagdroom phakama ixesha lifikile😭😂😂😂 ;negative
ingaske ke siziqhelise ukuyeka izinto ezisohlulayo for example ifrontal if you can’t install get somebody else to do it or wenze istraight back ❤️ ;negative
ingaske ichomi entle endiyithandayo lonamenziwa indiphekele because ndiyamkhumbula unono ♥️ ;positive
quote tweet is a lot of work for thina abathanda izindaba zabantu nxx ;positive
busiswa stemele it’s my last month mna babe apha i need a change but ct will always be my second home it will happen ngexesha eli right yazi ;neutral
uhleliswe neenceku jola ngabuni inoba ubunentloni mninanwa ;neutral
unakhunjane advobarryroux it’s absurd ngempela you cant comment anything about money when it comes to relationship ngoba spineless men just jump to insults by insinuating that you’re a gold digger this is another pandemic 😷 ;negative
intoxik8 the place is beautiful and i love the kloof hillcrest area but i’m not staying at called plantation nton nton me chimurengs a whole fallist soze ;negative
theyll choke you with umkhwephapicknpay 💀 no thigh no wig no drumstick just fucking breast👎 ;negative
ethekwinim inkinga yenu ikeph siphefumula amasimba nayi ne reference f230114186 ;neutral
bese kuba intaba yase dubai nomgowo😂😂😂😂 ;negative
