sentence,Final_Label,predict_name
@user @user @user @user ukhuluma nomzulu phaqa qede lapho futhi ungowakwazulu lomzulu okhuluma naye akaciciyelwe bese ubuyela esihlokweni-ke ungangeni imsamo yabantu uma uzwa ukuthi uyakhinceka kwisihloko okukhulunywa ngaso ,neutral,Isixhosa
@user nna kana ke itse go baakanyetswa lenyalo ibile go pledgiwa jiki jiki phakela keha ke bereka go makala hela,positive,Setswana
gao bona ke sa tlhole ke na le mangwanda jaana aish aish aish zaka e tshwere thapo don t @user,negative,Setswana
o nyaka go fihla limpopo ka 4 hours wena ,negative,Setswana
@user heartburn ya teng mfana ,negative,Setswana
pelo yaka e botlhoko ke lapile,negative,Setswana
@user @user this one ifuna on a saturday morning like izolo ulele ub shayile strong bese uthi la peri peri powder phezulu ,positive,multi
@user ausi waminizo ,neutral,multi
@user @user yeyi segolo doesn t sound well if you read it ka isizulu as i did,negative,Setswana
with ntate richard masemola of teach sa our new client ,neutral,Isixhosa
ntate wa hae wa supporter ,negative,multi
@user take out your books le kwale correction,neutral,Setswana
@user maar chommie re nyako tshega lwena,negative,Setswana
@user kana ba loiwa neh mma akena le haela kgang gompieno ke heletswe,negative,Setswana
@user @user @user @user @user @user dumelang lekoko dumedisang kakapa eo pitso mosimane,neutral,Setswana
ke ise marapo go beng everyday motho o robala kamoso ,negative,Setswana
@user madume morenaka buwafela ntate ,positive,multi
@user kile wa bona o itebetse hela from nowhere abo o utwa directara ya kompone ere mna kare o difollowara di dintsi or are kea go follower mme ga o itse ,positive,Setswana
@user did 42km once kamoso the longest ke 32km,neutral,Setswana
gake tsala yaga ati mme ya gore this is how he is everywhere he goes gake dumalane le yone i have met him and seen him several times asa nna jaana ,neutral,Setswana
@user host nation bane baka thoka go tsietsa jang ,negative,Setswana
team eka wina e tshameka ka kenzar ,negative,Setswana
@user ache ntate i don t think there is a need for a postponement all that iec have to do is to move voters to nearby constituencies which are compliant and are more towards the lower limit of the population quota,negative,multi
@user kamoso ke mantaga o tsoge phakela o marketa,neutral,Setswana
@user @user @user the way ne ke galetse bunny chow ka teng mabane hoping it will cure my flu ke ko kae there is a joint ko food court ko sandton city you only get bones le di tapole and one piece of meat ,negative,Setswana
kzn demands land expropriation without compensation state owned bank than someone will say thuma mina,negative,multi
@user e bidiwa jalo ebile lefoko leo le botoka than are lerete,negative,Setswana
i wrote myself reference maloba le certificate of appreciation ke rona re se dirileng ,positive,Setswana
mjolo o o thomang gole monate thata o feel kare le di soul mate kare that person was custom made for you ganke o last it s always infatuation and yafela shem ,negative,Setswana
siyonwaba ke wethu etywaleni le yoba kufuneka sisebenze siyayinyanzelisa kuba ke sifuna kwale mali inye yokonwaba ,neutral,Isixhosa
an omphile sehurutshe interview e tlhoka preparation okay ,positive,Setswana
6 monghadi kea rapela o nthuse ka tiisetso ke n o tseba ho finyella motseng wa dinyakallo jesu ke moloki wa ka app ,negative,Setswana
@user jaanong re dire jang rasta,negative,Setswana
mona o etsa gore batho ba late background yagago ba toloke ka yona ntate thuso motaung mona ke wa di satane,negative,Setswana
@user @user wena o gaufi lenna ke dumelletswe goeta @user,neutral,Setswana
@user tshega gae tsene ha gare ga marago lalah it goes around the waist and it can have flaps at the front and back mind you mine only had the frontal though ,positive,Setswana
@user botlhoko ,positive,Setswana
@user @user @user respect is very odd when you respect them they tend to respect you back and not want to stray off actually you can take advantage of the situation - re tla go kgalema jang o le mogolo ,negative,multi
@user pene noooo this can t be the first thing i see when i log on here i don t want nightmares,negative,multi
@user @user @user @user @user @user @user @user aowi gona re godishitse mos re sa bolaile dihlopa mos ,positive,Setswana
@user oskatla re gafela wene nna aretlo chaba go bine ka baka la flag tae red mxm tsek,negative,Setswana
yazi umsukele umtwana yomuntu sitting there pretty nice and yonke into yakhe ihleli nge order wena bese uyafika looking all correct unuka like a garden bese you treat her like rubbish then you expect her not to go crazy ay ngoba olova izinja ,negative,Isixhosa
this one borrowed money maloba kante oya go spenda mo majalweng a di picnic ng with friends now gaana madi a palamang aya skolong who tf still impresses friends at this hard times ,positive,multi
@user kana go bosigo tlhe ,negative,Setswana
ntate ona o kentse di chain,neutral,Setswana
@user maybe o bolela thata and you don t ask relevant questions ,negative,Setswana
@user o botsa thata the one you should be interested in ke ya sunday,positive,multi
@user @user fake anger and fake courage all bark no bite they fear a weak mnangalanga kapa ke mang ntate eo wa zimbabwe and come here with their fake toughness only thing strong ka bona is the odour,negative,multi
@user yes b for bonolo,positive,Setswana
ntate stunna - ngwano o dlese,neutral,Setswana
@user di dintsi gore garawe sjambok ,neutral,Setswana
@user nyaa tlhe banna mogote will come later ,positive,Setswana
@user go tla siama mmata nd ka leboga,positive,Setswana
@user joale next on call a ba lieha ho fihla nxaa,negative,Setswana
@user sometimes people rather separate than divorce kannete leroy is still a married man probably he has more to lose if he divorces his wife life bophelo mpilo ho thata banna weeeh ha o se na maqheka entanglement ya nnete ,negative,multi
@user @user @user bona background eabo teng ,positive,Setswana
@user @user all the best baka baka,negative,Setswana
attention gents mosadi o tshwana le mokhukhu ge osa mo kokotele shapo otlo fofa ,neutral,Setswana
@user ke tsogile sentle kgaitsadiaka lona ,neutral,Setswana
@user kgosi ya mme,neutral,Setswana
@user ha oka nna mosha in these spaces oa go divela ebile gaana sepe gore o nale mmaabo kana jang keha re mo lebile re ipotsa gore ngwana yo mathata a gagwe ke eng,negative,Setswana
@user nnyaa leha nne ba tshamekela mo gc nka seke kee goba lebella re raga le bone ka sunday ba ikgatlha ka rona,neutral,Setswana
@user @user ngicela ukukhanyiselwa indlela zami nabangifisela okubi bengaphumeleli bese ufundisa inhliziyo yami ukwamukela nokuxolela labo abangonile uhlale ungivikela njalo futhi ngiyohlale ngibubabaza ubukhulu bakho empilweni yami ,negative,Isizulu
@user @user tweet hae bolele ka mamaka ke no araba tweet fela gore let us not be judged ka di decision tsa batswadi,negative,Setswana
ska tshaba go tshela blue death mo buping jwa phaleche ya house mate ha go tlwaela masepa ,negative,Setswana
@user ong pitse gao araba ,positive,Setswana
@user rebagagwe rotlhe nd orerata rotlhe akere,neutral,Setswana
@user ka go bona tsala yame o ntlhomola pelo gore mme go tla siama,positive,Setswana
@user ga wa siama gosiame ,negative,Setswana
@user @user lace-up nyana ntate lekau these are beautiful still ,positive,Setswana
@user mma ba ro gana gore ba nna ebile ke dule mo teng,positive,Setswana
makgowa ba lapisa thata if o bona it wasn t unfair nenke o nnile judge ,negative,Setswana
@user araba ngwana ,positive,Setswana
re mo ga nkoana re tlo nyalela mmafefe mosadi kgoshigadi re a go lebogisha kgoshi mmafefe 2 dimo thobejane @user royalkings ,positive,Setswana
@user lol go monate leka off season he didn t go home bamo tshwere sentle kamo pitori ,positive,Setswana
ke tswile pimple e botlhoko gore ,negative,Setswana
kana filter ya cookoff e bidiwa mang ,negative,Setswana
@user @user @user @user selby off r ntate,neutral,Setswana
o mpuisa thata @user ,negative,Setswana
bathong ntate o ,neutral,Setswana
@user @user why le araba dipotso ka dipotso ,neutral,Setswana
@user kamoso ra simolla ,positive,Setswana
@user just1 skorokoro o tlhoka push,positive,Setswana
@user wa ntrigger a jaanong,positive,Setswana
@user i saw jang mara ,negative,Setswana
@user half brown ntate half brown le coke,neutral,multi
my baby is turning 8 y o today ntate modimo a mo hlonolofatse ,positive,multi
@user @user batlori re bolela thata ,positive,Setswana
@user @user aaaah ke amana le mang jaanong,neutral,Setswana
@user owaii last time o ne o rialo less than a day o bo o bua gore banna ba seka ba nama ba sule ,positive,Setswana
batswana re rata ati ka gore o nnete also batswana ah eh ati o nnete thata ,negative,Setswana
ba re apeile ka size 20 gompieno ,positive,Setswana
@user kgang yame ke gore you drank my girlfriend allowance because o shapo nou ,neutral,multi
@user dumela ngwana ntate ,neutral,Setswana
@user go berekelwa mo nakong glow to thr face the hair the liver ollof once di tlaa itlhelana re tshela all of a sudden,neutral,multi
@user ke tsona ebe bonolo o safe na batho ba loea hakale ,positive,Setswana
@user @user admin ke tlo tla gabotse ra dula fase ra nwa teye hle aowa kea belaela maan gape ke nore ba nrumile di f ka re ka mo kea tsena maroma a tla ema nkabe ba ntule ge ke fihla ka gae ebe le tlo nkisha dinaong tsa gago ,negative,Setswana
@user haha le nna kamoso ke tla gola lol,positive,Setswana
@user was 9 0r ten years old the lady bought me toys even some stuff i never thought ill have just to be wit my dad what i was told was re tswa ko ausi nkele hao fihla gae was like ok wonder where she is ,positive,multi
book club bonolo ,positive,Setswana
ok salayo y all are going to work kamoso ,neutral,multi
@user le ha o ka ba gakolla gore koloi ya client ha e kweediwe ba palama hela mathaka ba ,negative,Setswana
@user here s the question nthuse tu ,neutral,multi
@user @user now i believe am mature and can point right and wrong hence am saying sometimes being a teenage is a like being ticking bomb otherwise bophelo keo ithuta,negative,multi
@user madume tsala le wena ka lekhubu la103 4 montsana village ke mmino o o monate thata morago ga tatlhegelo e e re tlontlolotseng kgatlhanong le mamelodi sundowns thulaganyo e ke kalafi pele ke isa marapo go beng ,negative,Setswana
niyanqena yini ukufunda le article bese niyasitshela ukuthi nina nicabangani ake nibe serious ,neutral,Isizulu
waa e itse potso ya gorileng gompieno ole mo lapeng ,negative,Setswana
there is a linkedin challenge i am part of day 2 i was already balling i speak about that challenge daily with screenshots of what i have done i have offered some to help them set them up with my resources nope fak imali uzobona ausi nengwi ayisarenda,negative,multi
mare john okare o tshogile ,negative,Setswana
@user buwa fela gore you miss me e teng goo gongwe moo makgarrkgachaneng kwa game kwaa,negative,Setswana
ka boikokobetso bohle bo teng ke kopa le kalimeng i know a reliable mashoniza ,positive,Setswana
@user maloba mo ka 2009 ,neutral,Setswana
@user @user once and yeah sushi could pass but only because of the sauce mme gape kana ke lekile yone hela tota so gongwe le seka la ntheetsa thata ,positive,Setswana
@user a ke nne tlhoks madume amon borre le bomme ba teng bao banang le maitshwarelo gase ba botlhe nna kile ka itshwarela mosadi wame ga raro a ntsieditse seo sene sa etsa ke tswe mo ntlong ke tsamaye ke gene a nthaya are bakwa bone bare i m not man enoug,positive,
@user ke buile le mme o mongwe maloba urgh not convinced they d help ,negative,Setswana
@user @user haebe li monate ho feta kuku teng ,negative,Setswana
@user bese they will justify it ,neutral,Setswana
kea go bo nwa gore gompieno,neutral,Setswana
@user you are following in your father s footsteps now you ll be saying josh nongoloza bopha cilili ,neutral,multi
uyaguqa uthandaze then bese uyaphahla uzovula isnuff sakho uthele right round to your candles uyazibika ukuthi ungubani uzalwa ubani then invite the ancestors that protects you that walks with you in the light ungabizi laba abangcolile,positive,Isixhosa
@user @user ntate moruti ,neutral,Setswana
@user ska tshega hlem ,neutral,Setswana
@user dilo tse redi utlwalla ka lona banna nnang le re thusa gents ,positive,Setswana
@user exclamations ke tsa eng re a lwa jaanong,negative,Setswana
@user o nteletse kamoso,neutral,Setswana
pirates ya tshameka hosane should i trust them ka win gotsa yang @user,negative,Setswana
@user pitso mosimane said it louder first show us what you have won in your country ,positive,multi
nkare le ka fihla fast letsatsi leo se ke utlwile ,negative,Setswana
@user @user kore le nna ka ipotsa gore bathong heh eh not like this hey ,positive,Setswana
@user okay neke ipotsa gore aa ke bona wena,negative,Setswana
botlhaela-pono jwame nkare gompieno bo ko godimo jaana ,positive,Setswana
@user bopha bhakhaniya bophaaaaa,neutral,Setswana
@user yabo ucalile bese mina mangithi ngizok thengela iperfume ye dior yim o wrong nisi khulumisa kakhulu yaz ,negative,Setswana
@user nnyaa you dont gerrit ,negative,Setswana
@user @user @user hi kwale fnb mfoo ,neutral,Setswana
le tshameka masepa @user,negative,Setswana
@user ha se gore kea tshega ,positive,Setswana
@user kana am failing to get my ticket ne ke tshaba go letsa kere le chaisitse,negative,Setswana
@user @user says kgosi,neutral,Setswana
@user akanaya hela o kopana le motho abo are wareng hela ms harder harder ,negative,Setswana
robadiwang sentle bahlalinight 222 sleeping alone,negative,Setswana
definitely not making the second half ba dlala boshiu thata le bona ,negative,Setswana
this is supposed to be boitumelo and her dad bathong iyooh ,negative,multi
@user true couzy o bona ha ke sa taboga or train phakela ke tlhola ke le grumpy ke lapile mooo,negative,Setswana
wesley kgang former cosas president ancyl spokesperson warned about court activists yesterday,negative,multi
agona relationship ya 4 yrs ntsha underwear ya ngwana omong mo bottle ng ya mayonnaise ,negative,Setswana
@user bese mhlambe endlini ubuyela ngani ,neutral,Isixhosa
@user phefo e leyona akitsi e vomboka kae,negative,Setswana
@user @user le jaana,neutral,Setswana
@user bana ha ba kgone le go tshameka bathong yoh hai ,negative,Setswana
@user nnyaa alcohol ke ya weekend hela in my program nkase itepatepanye le bo mantswitswidi ,neutral,Setswana
@user moreke otla mmona rabiot ke bonya nna ke mmone one a ntentsha go leba juve games le forward play gaeyoo mogo ene le leba matshameki le tshameka fifa mathata,negative,Setswana
go summer dirang play fest tlheng roo tshameka seifi le suna baby mma dithini le koi,neutral,Setswana
one last question for the day what is a bird o fitlhela ke bona gotwe someone is a bird go raya eng ,negative,multi
@user nothing will happen to him since hes in the thuma mina c remember arthur fraser opened a case 3months ago against cyril and he hasnt been charged till now the captured useless justice system will protect him too,negative,multi
@user @user le nyaka gore boledisa thata maan ,positive,Setswana
se segolo ke bophelo ,neutral,Setswana
nna tota ke berekela hela gore ke nale bana ba le 3 otherwise nko sala ke tlogetse ,negative,Setswana
@user @user kea ipotsa le nna,neutral,Setswana
ntokozo se aitse fela ha e le go kwala matric never be a e yetsa yeo ,negative,Setswana
@user @user @user @user ndzi mi yingisela ndzi ri kwala boksburg,neutral,Setswana
@user nkare ke motheo hle that time we finished writing re assessments ka di 3 august oka ipotsa hore what s the delay kadi results ,negative,multi
ntate joe mabotja s sermons ,neutral,multi
i was very thankful got to the other side ebe ke kgona go boa i was and i m still confused i wonder what happened ketlogetse yang koloi ebe ke palama bus ,negative,Setswana
@user yoko na baka itweet mo pa,neutral,Setswana
pitso mosimane s daughter want to go and watch the boks tomorrow as they take on new zealand ,positive,multi
@user imagine mpiteletse ngwana eya fela yalo teng fao teng fao o ska ema yoooh ke tlilo go rota ke etla ke etla ke etla aaaahhhh nya ruri go ne gole monate mark me absent please,negative,Setswana
etswang ditabeng tsakaka nakweo ngwana o tshwana le mokhanselara re tswe byang ditabeng tsa community re votile ,negative,Setswana
@user re teng ntate,neutral,Setswana
dija fatshe the queen has spoken ahi fambeni bafethu ,neutral,Setswana
@user eya ntate mphahlele showed us that man from ga-mphahlele are not as prestigious as they claim to be,negative,multi
@user okare mosadimogolo wa leburu she can t dance for shii maara atleast she is enjoying ,negative,Setswana
@user thata mrena,neutral,Setswana
bese wena u wenzani ,neutral,Isixhosa
uboke sojabulise titsa utsenge emahewu bese uhamba kancane uhle uhlala phansi ,negative,IsiNdebele
@user hee ntate manomoro a re qetile tuuu ka matlung ka mona ,positive,Setswana
mme kana gotswa kgakala gore those who were not on grants should pay back actually some prople have already paid back their loans ,negative,multi
@user i refuse to believe that it s anything serious ba ne ba tsenya phefo hela ,negative,Setswana
ga fihla ko ntlong ya bona she will die ontop of their case ,negative,Setswana
@user @user @user and all this is happening without the involvement of the @user trio of @user boitumelo rabale ,negative,Setswana
@user akere ke batla gou bona sentle ,positive,Setswana
@user nnyaa koo re lekile go reka batshameki so go botokanyana go bata re bata midfielders,neutral,Setswana
@user ke nere ke save sebete for kamoso,positive,Setswana
from jwaneng to gantsi but most of those people use fnb ,neutral,multi
@user ntsha man utd mo dikgang nyana tsedi sesanyane please,positive,Setswana
@user not only did he understand their needs but he made a quest to travel lesotho to know of needs to minority groups and preserve ancient practices ntate sam is clearly taking lesotho to a place we have long wishes for ,positive,multi
@user bokau ba botswana erile bo thaiwa ebe go iwa mochudi pele lalah aaaowa bokolwane ,positive,Setswana
ke ha ke ile sticky fingers ka chesa le le sweu almost took it straight to the dustbin phakela ,negative,Setswana
@user palama taxi o fologe fo house of prayer ke tla go tsaya teng i have a lunch date to get to but i can push it to around1500 so we spend nakonyana together ,positive,Setswana
@user kea leboha ntate,positive,Setswana
3 4 the first 2 bone ha bona mollo ba tshepile eng yho run my skat re tla kopana fire department ,negative,Setswana
@user u tsebe ntse ke ipotsa ebe se leng hape nako ena ea likhetho e meleko he,negative,Setswana
@user @user bafana ba forex ba ja sentle utlwa gatwe must be ,positive,Setswana
@user cisa ke mogolo kana tlhemona,positive,Setswana
@user trust me it is much better and during rainy season ne re thuba di bf all terrain abo o ipotsa ka ba di hilux or bo corolla mohiri at some point last year never allowed any vehicle to okavango except land cruiser,negative,Setswana
@user heleeee ke tlo nka keletso ena kore kea qala ho kopana le ntho e tjena ,positive,Setswana
@user nna pain e la fihla last week today eaba spotting fela my favourite panty ruined like that ,negative,Setswana
@user congratulations ntate ,neutral,Setswana
@user bese sithola ama ewallet ,neutral,Isixhosa
@user bukani ipipi ka the boy bese niyahleka ku tl nah nah bruv,negative,Setswana
@user keo tshela ka bheka mina ngedwa,neutral,Setswana
ba re u rute motho e mo t ehali ho khanna e re ha a hata mariki a a re tlapu u fumane u khutla u se u thijoa ke windscreen ha u omana a ba ke bonolo ka lentsoe le fat e a be a re atsea ha kea hata le haholo u be u tsoile kuru e kaiii ,positive,Setswana
@user i know the question is why are you the favourite child o zama jang ,positive,multi
yho o bona kgang yaga gure it will never end ,negative,Setswana
@user @user nnang ,neutral,Setswana
@user motso nna ke chaile botlhoko tlhoko,neutral,Setswana
kuti tirha swivava loko swifaka kwala nitwa vurhongo marha swiswa vanhu munhu a tlhela ni kombela loko niku ni hava vakwata futhe swona hi hanyela vonwina ,negative,Tsonga
@user nnyaa jara e ke mathata ,negative,Setswana
you are waiting for permanent job for all job seekers from your influencers one day lo tsoga twitter e chele ke dikerese tse akitsi lo typa kae i receive le mpuisa thata ene ke tsofetse ,negative,Setswana
okare nkabo ke le yellow bone how my sisters r so light nna e bo ke nna dark genetics ke masepa a dimo,negative,Setswana
@user lo pusha summer ko lo teng akere ,neutral,Setswana
le ha nka nna in a busy meeting when he texts babe what what e apewa jang i stop whatever i am doing to send that vn ee ke sejeso,negative,Setswana
@user ke palama combi ha taung,positive,Setswana
@user first touch and last pass ntate waka ,neutral,Setswana
naledi mogadime to the worldnale x the beast movie kr ngoana ntate idris hale bona nale lere mme oeeeenale ke star ,negative,Setswana
@user ha ho mathata ntate ,negative,Setswana
@user @user @user @user kgo i ya ka nkile la di bona kae bare motho o nyaka magadi a gagwe le tla ikgobo a ke araba bjale ka gore ke bolela le ba dihlogo tea go fi a thobela ge a nyaka magadi re a mo reki et a ,negative,Setswana
e le ronaldo kamoso a cheka gore ga gona team e e mmatang go be go twe calma cr7 ,positive,Setswana
@user tshela mafura a atchaar once,negative,Setswana
modimo nthuse music waka o hlahelle ,neutral,Setswana
@user ntate pasha ke pandemic,neutral,Setswana
@user i love the fact that she s the one who caught from the beginning nae keditse starring also when did they break up cause neba lokisitse mos maloba moh ,negative,multi
@user kile ebe re reetsa dilo,neutral,Setswana
eish kile ka kgweetsa lekgasa le lengwe la teraka e rwele ditlhare ke ha ekate e ka boa ,negative,Setswana
@user thata music you hardly hear daytime ,neutral,multi
arsenal fans know exactly what manu is going through koore exactly re tshega hela mme yeeei ,positive,multi
but i want to change next aca ke be serious so that my bs and cs lika fetoha lia maar le teng ho bala school related things hwa robatsa god help me chanhe,negative,Setswana
@user le kgakala,neutral,Setswana
kana i need to update you mo kgang ya delusion @user,neutral,Setswana
@user he s needed by men s conference matsatsia motswala rere kolota ya gotla otlae hwetxa ge o fihla ,negative,Setswana
o bua nnete kana ke onyolotswe ke modimo ko ke ke le teng eseng jalo ore swiiiii ,negative,Setswana
@user ga se wena o kabong o rialo ,negative,Setswana
musa or should i say soma gwaza is allegedly into drug dealing and human trafficking bese u-busy ngabo uyayiva ke ngoku yamasimba la ku twitter ,neutral,multi
@user @user lmao ka nnete ke thata machance ,negative,Setswana
lmao i just want 15 million bese i ll never ask for anything else ever again ,negative,multi
letlhopha jang seabelo ,neutral,Setswana
@user kgang tsa batho ke mathata ,negative,Setswana
@user @user ma am leave my rich auntie hase kgang ya gore ke nale mathata ,negative,Setswana
ho sebetsa ka thata honna ke setlamo ke entse ditshepiso ho badimo baka hore nkekebe kaba phoqa haele lelapa lona ketla le hlokomela ,negative,Setswana
tla bo o le opp hela ya maemo a ntlha ,negative,Setswana
lere boledisa thata yoh ,negative,Setswana
@user mme akere le ati o tshela a bua gore o lwa le addiction can t wait to see the interview ,negative,Setswana
mfanaka ya waitsi ka bona gore bo chipi baka bo wela mo wena straight whoooaahh dessngwanyanaka ,positive,Setswana
@user kgosi when i say i was defeated yoh,negative,Setswana
tshela oros ,neutral,Setswana
ga ke rate kaha lo buisang banna ba bangwaketse ka teng batho bao ba gaufi ke pelo yame kana ebile kea go robala ,negative,Setswana
@user ijoo what if e a lwala gatwe they got rabies,positive,Setswana
has prof folded and apologised yet or kgang ke bophelo ,negative,multi
to tell the truth i love when monnawe olady subscribes for bua lenna and just calls me with the 1 of the whole world we know everybody s business starting with hers then she be out here saying kana erile kego seba le mme entse ele ene ,positive,multi
@user o botlhokwa gore baby sis ,positive,Setswana
@user o robale sentle ntwanak ,neutral,Setswana
@user @user wa tshega hela,neutral,Setswana
why izigora zi gqoka kabi ka nje ngathi bacuphe ozohleka bese ba mshaye ,negative,Isizulu
ee akere ne o sa nna sentle you were stressed gape ,positive,Setswana
@user nna nka lwala hey every 5 minutes tlamile ke checke gore dintshang ,negative,Setswana
@user bese iyakuvalela ,neutral,Setswana
@user @user mara o tshwana le diman waitsi mfanaka ,negative,Setswana
motho sale a re o ya go reka di veg le gompieno,negative,Setswana
nna ke man of god ke sa emetse lenyalo go ikutlwisa monate wa teng ,positive,Setswana
ma form 3 ame a tlile late to class erile lunch e chaya abo ke ba raya kere ke duedisa15mins wame ke fa ba ngala 3 4boys walked out ha ne ba itse gore nkabo ke le ko go sky nna nako tse nxlaaaa ,negative,Setswana
ke tsena ha dibareng tsa popin ke fithela go tshwerwe kgang this nigga is as drunk as a skunk but his friend is trying to persuade him to go to work le ene majita ba gana ka ene ba re his friend o batla go mo senyetsa tiro matagwa re ratelana botshelo kana ,positive,Setswana
@user ke kgwetse mo plasticeng kgantele ,negative,Setswana
le re buisa thata ,negative,Setswana
@user ke na le pelaelo ea hore ke fear of boloi also khale koana hakere ngaka e ne e le tsa moetlo so ba ne ba laola so ha a kena ka ngakeng o lebelletse hore u laole hore na o t oeroe ke ng,negative,Setswana
@user ke sober mme ke belaela e go bata yone jaanong ,positive,Setswana
relationship yao e tlhoka glass plaquea5 10a4 r200a3 r300a6 r90a6 3 r222key holder r55stand r50 to place an orderwhatsapp 076698108 and mohale pitso telkom anc kzn thobile nota home affairs ,negative,multi
@user ska kghathala dintho di tla kopana soon ska wara,neutral,Setswana
@user hahaha roo reka serobe leng o beile kgang e tona mo tafoleng motho waaka,negative,Setswana
@user ea nthatafalla ha ke tsebe ke araba joang but maybe hona le motho a tla thusa,negative,Setswana
@user ere nna ke palame bethe,neutral,Setswana
@user bese iba nomphini wembazo ohlala ukhathele,neutral,multi
@user lower-ang di standards re kgone go fihla e seng di instagram and other social media standards ,negative,multi
i m busy packing and i don t even understand where i m going my suitcase has been half-packed for the past 2 hours my nausea and diarrhea have kicked in too yoh guys thato ya modimo e botlhoko shame ,negative,Setswana
@user ema pele kante golo ha go buiwa ka eng ,positive,Setswana
@user mmashadi sepetlele ngakeng ,neutral,Setswana
@user @user hahahahaha ke motho le leqoeba hee bona bo thata bo nlahlisa mmetse,negative,Setswana
@user i ll give it a week or two bese ngiya deactivate ,neutral,Setswana
bese kthiwa mina ngi tweet amanyala ,positive,IsiNdebele
@user neke mametse ntate @user ka papadi ea beke e fetileng hane are selemong sena hotloba le moli a mocha oa dstv premiership ka mora hore ke shebelle papadi ea kajeno ya sundowns ke qala ho lumellana le taba yeo ,negative,Setswana
@user so you can thuma mina ,neutral,Setswana
@user ntate thuso the biggest mistake is this thing of comparing a whole country with private companies it s not like the people of south africa hired a ceo to execute management duties your government under ramaphosa is a shame,negative,multi
@user wago gaisa ,neutral,Setswana
@user thanks ntate ofentse hope you enjoyed your birthday yesterday ,positive,multi
@user ke ohe wa parastatal ke bone maloba ntse go kgabola on the tl ,negative,Setswana
 if people generates a good revenue then they need to invest in their product and investing in your product means you must hire the experts - pitso mosimane,positive,multi
ke ipotsa gore ha monate wa kuku ene ele wa dijo ene eya go nna o ntseng jang gongwe one oya go thiba ditseba ,negative,Setswana
yindlela yawo vele amaphoyisa ukuthi a tortured umsolwa ukuze akhiphe iqiniso umuntu okufanele abhekane nakho konke umfelokazi kamufi nokumele axolise bese ne court imuselele ama izithupha bese ayo cliam ,negative,Isizulu
@user @user uma sebemdubula bese kuyakhalwa kanti uyena uzenza unkulunkulu ngomhlaba wabantu ,negative,Isixhosa
@user kuno mfo othinte indaba yokuthi buka abantu abephila nabonekuqaleni bese ubuke abantu aphila nabo manje ,negative,Isixhosa
@user please verify this and notify ntate motsoaledi ,positive,multi
@user @user le tsoga le lela kamoso le mo christmas akere ,positive,Setswana
@user o fihla ba e qetile bafana ba di polo ,negative,Setswana
@user @user wa tshega tota ,negative,Setswana
tla o betsa ka number fela @user ,neutral,Setswana
@user eya ntate,neutral,multi
@user @user kahle ngamawala khuba loyo komele abizelwe imbizo yonke yamakhosi emabhida bese beyamtalabhake konke lokhu emva kokubekwa isilo ,neutral,IsiNdebele
you see the scandals tsa teng and wa bona there s money to bring it all to code easily mara flopo ke mismanagement of the money ,negative,Setswana
@user aowa that how will still be there gaotswa ko burna so otla ya o ntsha babalas ko teng ,negative,Setswana
re tswa kgakala ,neutral,Setswana
nna ke sebetsa ka thata mminong mona hape modimo le badimo ba lehlakoreng laka kahoo haona ka mokgoo nka feilang ,negative,Setswana
go phakela ema pele ,negative,Setswana
batswetsi ba malatsi a barata straata ,neutral,Setswana
@user @user o batlo tshega akere,positive,Setswana
@user it s not giving mara re tla reng go tlhopha bothuli madonsela ,negative,Setswana
@user ha ne ba winner jaanong ba grumpy ,positive,Setswana
mme hela ha o ntsha case e wa gore ,negative,Setswana
@user o taa simolla kamoso,neutral,Setswana
@user le kwano sale phakela ka 9,neutral,Setswana
@user kana lona le tshela sentle,neutral,Setswana
@user when we lose always wa te fihla,negative,Setswana
@user @user tlisa onepoefaefe mahn hase letsatsi la dipotso lena,positive,Setswana
@user if he wins december conference bye bye anc but we will have black black president ntate mogoeng mogoeng,positive,multi
@user re tsogile sentle le kae mama ,positive,Setswana
@user ohk bopha insulting people doesn t make you special or respected so keep it up the way you think it s ok with you,negative,multi
@user mxm ucabanga ukuthi lesithutha esingi smakade kufanele sibe inkosi umuntu ozalwa umfazi wakwelinye ikhaya umawakhe washada nenye indoda wathelwa inyongo yakwelinye ikhaya bese wena uthi umlanjwana awube inkosi yethu ,neutral,Isizulu
@user @user @user mr mr se akanye sepe se sentsi o lese go ikimetsa ditiro re le teng akere golo hoo nkabe re 4,neutral,Setswana
@user bese bathi vaaa title deed as a gift ,positive,Setswana
@user ntate shao ,neutral,Setswana
lmao same then i m also lazy to airdrop people their pictures myself so i m always worrying fore motho o tla kopana le metlholo ,negative,multi
@user nna yena ke amogetswe kgale gore geke fihla legodimong go tla no ikgethela gore go direga bjang,negative,Setswana
@user tsaya mic hoo mona ntle kego botse gao typa nkare ga kego utlwe sentle waitse ,negative,Setswana
yho khumbu what a thread you just took me back to biggies house and reminded me gore why i stan ntate gash turns 29world gas1 daygashwan brandon mthombeni ,neutral,multi
@user o short ole mong ska batla bana ba batho bao joine ntate ,positive,Setswana
@user @user on ur own brother you cannot forgive her ka bo wena fela gore o moitshwarele ke maaka fela bro o batla thuso mo go jeso le rragwe modimo ka gore modimo ke lorato jaanong ask god to give u strenh to accept her mistake or whatever it is then u,positive,
@user @user bona nna ke teng reje madi bagaetsho ke batla le ntlo ebile ,positive,Setswana
