tweets,labels,predict_name,Unnamed: 3
@user akre leyare tima aotime 2 days o nyaka gore ke dire eng,negative,Sepedi,
@user @user it took me a while to connect the dots i thanda intaba tsa batho,positive,Sepedi,
@user one of these days mjolo otlore bolaya,negative,Sepedi,
ende veder o tlogele taba yao slut shame a bana ba bangwe,neutral,Sepedi,
@user go nyakega chokeslamago hlokoge maan,positive,multi,
@user @user lmao i miss go kuka wena my super ex,negative,Sepedi,
are they still eating or le emela ho qhaqhazela,neutral,Sepedi,
tjo ho lehlohonolo ba jolang today,neutral,Sepedi,
i think they appear because they want me or something via tl or ka gafa ake sale sho,negative,Sepedi,
@user thank you for sharing the love naledi,neutral,Sepedi,
babemy love nentse ke tlhatswa skipa sago sa fabiani gwa tswa fvn 15656,negative,Sepedi,
@user mme kana ba rile ba di dira,negative,Sepedi,
@user mara dithaba tsa batho a di lapisi,negative,Sepedi,
@user nna kgale ke thomile,neutral,Sepedi,
@user bona tsala yena oteng en wa phela,positive,multi,
lehono setimela sa se otlela ke @user a le tee a sepela le @user matjipa dipapading,neutral,Sepedi,
@user le re senya maina lele bo mkhaya,positive,multi,
i really fucked up bigtime there ke tla ipona moss ke tla ipona,positive,Sepedi,
bathong wena food market eka emanyanake mokete o moholo maseru today cleketseng,negative,Sepedi,
@user wena mme o choosy o siame basadi ba batla monna o loaded tseo tsa di looks ke maaka hela bare looks dont pay bills they say,positive,multi,
le ene o dirile bbl,neutral,Sepedi,
@user o tshaba gokgwa o ska kgwetsa ke motho,positive,Sepedi,
@user @user nya mme tlhebanna rea leka ao,negative,Sepedi,
@user  eyi mfwethu shiya phela leyo,positive,multi,
underground gang i hope you are ready for next week triple those votes and focus on mphowabadimo lets break that poll eyes on the prize,positive,Sepedi,
@user nna ke gogetswe ke ya go palama banna,negative,multi,
@user re tshelela go duela hela waitse ahh,positive,multi,
@user ke a leboga rakgotho,positive,multi,
@user  ke rata nnete nna,negative,Sepedi,
@user they just need to focus on raising their kids cause yho this is bad and annoying ditaba tsa bona gadi pila and they keep involving us,positive,Sepedi,
@user @user se blockile mang,neutral,multi,
@user ra mo leboga mohammed,positive,Sepedi,
kanako yeo o pillar of strength ko tlung mare ko spaneng bago dira suzuki nka lelekisa motho ka okapi,negative,Sepedi,
@user hake tsebe maybe 25 hee,negative,Sepedi,
ska lebala we are on @user on @user later neh @user sabc henley television facilities,positive,Sepedi,
@user o tlogele mawaza a go latlha bolo you pass it to me mare ka se spanish,positive,multi,
@user nthoe khopo banna ore o tingoe li bese o li tinngoe ha ele tsa bo mang,neutral,Sepedi,
@user i mean i had already told her that um 42 ene a re tshola ngwana,negative,Sepedi,
@user le phela ke re yalo,neutral,multi,
@user spaneng nare ke fitlhile nou,neutral,Sepedi,
@user @user mara guys why le dira so mara lesho re sharp i mean i felt it seated endlini and im not even indian tjeses i love south africans,positive,Sepedi,
john wearing those shades and coat like a gangster,neutral,Sepedi,
waitsi france ge e nyaka ka half time ekano restisa di players ba shiya kante ale one,negative,Sepedi,
@user marete a gage oo,negative,multi,
@user mathata ke di katse tseo,neutral,multi,
ebe ba ea u hlala cause its war one its a paradise,neutral,Sepedi,
@user modimo mara why a etsa so mara,positive,Sepedi,
@user not only is he confusing he is so irrelevant le teng,negative,multi,
@user but thats what you insinuating mos lala,negative,multi,
@user eseng lena bo ausi ba di heels lena re tlo le nyala ele kgale maan,positive,multi,
@user @user bathong sesi orata nama so,positive,multi,
wola macingwane kuyafiwa ke ukuduma laphomanje uthe abakhiphe abafana @user ,positive,Sepedi,
@user bathong o godile gore,neutral,multi,
are your electric blankets out yet gwa tonya,positive,Sepedi,
@user o raa go padile tota,negative,Sepedi,
le tlaba li champ le li pro getting punched on throats,neutral,multi,
@user plus bare paledisa go kgetha ga botse,positive,Sepedi,
@user  re tla dira bjaloplus ke yona tsela yeo,negative,multi,
@user @user lalela la sbutubutu,negative,multi,
@user @user se kwala batho jwale rona re phatsuwe ke ngaka tse thata ra di bona ntho tsee,positive,Sepedi,
@user promise ring wena but ke,positive,multi,
nna mosadi a ira dilo tse so nka mo nyala,negative,multi,
i missed out a lot today so i come home to this elegant dinner for the hms how biggie lala u bosso ya bosso waitsi mara beautiful,neutral,Sepedi,
ha ke na mohla ke tla utloisisa gore na ke motho ea inahanang joang ea reng ekare u lekula ebe u re u e nke ele complement,positive,Sepedi,
thato come and take your man before world war starts,negative,Sepedi,
ke bona kese tlogetse skolo shame,negative,Sepedi,
@user as for mgodoyi mara moruti they moer him nowadays,positive,Sepedi,
@user ka kgogo e e bothata ke re mma o opile kgomo lenaka,negative,Sepedi,
@user  not me sweetheart ke loyal thata nna,negative,Sepedi,
@user hi taung childits cool,negative,multi,
@user good morning mo 15 polokwane,negative,multi,
takealot chicken lickenbro do what you want but we waiting for our oderkolobe e nontshiwa ke leswe,positive,multi,
listening to @user difela medley and im melting over here,positive,Sepedi,
@user banna ba bloem catching strays,positive,multi,
good for youeseng oetjwa ga mphahlele otla belega katse gwa nyewa,negative,Sepedi,
@user i thought wang rata,positive,multi,
@user @user re ka no ithuta di circle of willis,positive,multi,
@user @user cant they fix his car bathong,negative,Sepedi,
pastor justice le nonhlanhla lindiwe a lebale ka moruti,negative,Sepedi,
@user atleast o robala monateng,positive,Sepedi,
@user  imagine if sans sat on their laurels and didnt defy apartheid or ran away in millions to be a nuisance to others we are not cowards like you zimbos wipe that nose,negative,Sepedi,
@user @user lenna ngwana ke deal breaker both relationship and marriage,negative,Sepedi,
after all this thato still has to cook aii ngabe bayamdakelwa shem angfun ukungasho,negative,multi,
@user that girl who said girls from pretoria are hoes,neutral,multi,
@user go tlo lla lesea e se kgale,positive,Sepedi,
@user akere ba rata gore ba bona ba batla li big what what joale haese ele teng ke bothata hape,negative,Sepedi,
@user to show how excited you are awlele at this time abeg but lets goo get the notes app working,positive,Sepedi,
@user @user ithele ke le jaja gore le kukega maikuto from accounts that posts copied tweets and facebook posts thats their only content they take stuff they have no original opinion on and post it here,negative,Sepedi,
@user hee batho ba rata ho lahlela melangoana,positive,Sepedi,
@user majority wouldve been bored reallymonga teng ke sure le eena enele hona a e balang yesterday haico gents should do better really,positive,multi,
tsala ke gore ke eleba ka fresh eyes ae no man,positive,Sepedi,
@user degeneral ke batla ho reka re etsa jwang na dintle,negative,multi,
@user ha ba qale pele ka e matsohong a melata pele in lesothomake it productive pele ba tatela free state theres no point of having the land that is not productive,negative,multi,
o nthomola pelo gore he needs to just stay off social media for now and handle issue ya bone,negative,multi,
mmereko wa matsogo a hao o pila,negative,Sepedi,
@user mandy wait you mean phakela yaana re sena go kgaogana,positive,Sepedi,
and o mongwe wa lebala gore nkana body count ya gae e feta le size ya papae ya shlako,negative,Sepedi,
@user senhle iring on your cover,negative,multi,
i really hope their conversation will also go about how much they care for satoshi when they are alone finding wild pokΓö£ΓîÉmon while satoshi is training with citron we all know satoshi is like a another big bro for eureka aside from citron as for gou however,positive,multi,
@user i hope izicelo zam zizode ziphendulwe,positive,Sepedi,
gatwe e hela leng palo batho because nna ntse gaise ba hete ka rona,negative,Sepedi,
@user wa mmona gore o nkisha molekong,positive,Sepedi,
@user koko blocked for asking about eskom tenders he gave to his daughter,negative,multi,
driver tlohelang goja bana ba rena aba tsene skolo vibes,negative,Sepedi,
dirang bana pele sassa enyaka matric,negative,Sepedi,
@user aowa chief why o complainer mo ke wena straight,positive,Sepedi,
@user mo malatsing a mararo a a fetileng a go na le mongwe o kileng a tsoga ha kana wena o tsoga go sele ha ba go botsa gore a o na le motho,negative,Sepedi,
nkapole ke lapile attitude ya lona girls gele rekile panty le di bra tse di new,positive,Sepedi,
@user @user ke na le le lebe gore la leoto la right le kileng la tsoa stopa,neutral,Sepedi,
batho ba facebook bakao trendisa mabaka a fokolaa,positive,multi,
@user hahaha ha monate jwang fela,positive,Sepedi,
@user goya tlase ke ga rollers,positive,Sepedi,
@user happy birthday beautiful lalela,negative,Sepedi,
sello is shook now he understands who holds the power between him and bedwetters,positive,Sepedi,
ke boletse nna kare boloi gase sehlare fela,neutral,Sepedi,
hollandia e ko kae gatwe ga ke itse di restaurant tsa maemo mo gaborone,positive,multi,
@user lol gape wa tshega and batho ba ba serious,positive,multi,
@user go tswa mo monneng yo mpatlang e seng nna,positive,Sepedi,
@user ngwana etla dula le ngwana shame,positive,Sepedi,
ke na le 3 hours ke leka go robala,neutral,multi,
raf must be bankrupt aowa banna same stories almost every week,negative,Sepedi,
ne ke rile ke ta ja kgantele ha ke roroma jaanong setse ke roroma hela go le phakela ah go ta pala waitse,negative,multi,
slayt sa batho se robetse,positive,multi,
@user rona mona ha re bapale hampe,positive,Sepedi,
@user @user lol crc phela you ladies decide while as for us we just shoot our shot and hope siyawina,positive,multi,
@user mmh ke efeng lenna ke reke,neutral,multi,
@user @user lol tswa mo nna,positive,Sepedi,
@user mjolo o tla bolaya bana ba modimo,negative,multi,
@user phela asisho ukuthi alikhale kabili kathathu,negative,multi,
@user botjang insurance ba mphe phone mos,negative,multi,
@user hare o tla wa ke pelo,positive,Sepedi,
@user batho ba liehang ho ngoala hakalo,positive,Sepedi,
@user its okay ge bale battelleso lere giraffe tsa modimo di jole lebo mang gee,positive,multi,
@user kaba ka tshwara ke mala,negative,Sepedi,
no wa teng ha ke re a bolelle mmagwe ke wa eng gatwe i refused to buy a burger mme go kwadilwe gore its five five point nine zero mind you i had already bought food to share a bo gotwe ke rekele o mongwe burger ya tshelete a fuel to work,positive,Sepedi,
@user how is it that ha le bone this is fakeaowack the time guys,positive,Sepedi,
yoh modimo thank you lord,negative,Sepedi,
@user ha a bawo ba ntirela modumo vandag go tshameka dan  papa mogolo ko motswako,neutral,multi,
@user ka ho potlaka a skeng a senya le motsotso,negative,Sepedi,
@user @user banna utloang hle,negative,multi,
bestfriend got me this after crying about needing it for so long pelo yame e tshweu badimo bame ba itumetse,positive,multi,
@user ebile maemo a boso a gabotse kudule no nna ntse le re kgaa glassnyana le ntse le jikajika ka ntlong,positive,multi,
@user @user ele gore file e ena leng mara,negative,Sepedi,
@user shout to u big stix and lebadi for wat u did into our lives ill forever be grateful for datlegends,negative,Sepedi,
@usercongratulations bro hope you enjoy your gifts,positive,multi,
@user e ntsi gore tlaabo ntse ke enwa le phakela,neutral,Sepedi,
@user @user she needs to do better kana quiz team e thata ka thato morekisi,positive,multi,
@user lena le mekgwa e snaks aker,negative,Sepedi,
le reka fridge ka million,neutral,Sepedi,
@user nna ke simolla go faenda ha e tsamaya ko go ya boraro,neutral,multi,
@user @user madume vvrrpha eish yeah neh ya bofelo ya ngwaga e ntelela monate kele mo randburg ke bina huree @user mmago di radio,neutral,Sepedi,
@user ake jole pretoria nna ake gafe,negative,Sepedi,
masika le ditsala ke apeile chillies ke kopa le reke ka tsweetswee tanki,positive,Sepedi,
@user pelo menos ter interesse numa mΓö£Γòæsica djodoi mostrar teus jams e a pessoa estar indiferente,negative,Sepedi,
@user aowa vote for thato hle,positive,multi,
xiyenge xohetelela xa nongonoko wo tsokombela wa @user bone @user ,negative,Sepedi,
@user @user o nkaparetse monate abuti sizwe,positive,multi,
@user ke tla le bontsha le lona,negative,Sepedi,
@user @user aikona phokelabana batla bolawa ke tlala mos,negative,Sepedi,
@useryes re buile le wena you thought o buile akereget busy mouwe otla re botsa ga ole freei wont hesitate to come back for you good night,positive,Sepedi,
@user ka 2 kgale ebile ke feditse go ipakanya,neutral,Sepedi,
@user keng yona this thing happening to me,negative,multi,
@user yhu yes ndiyamthanda yena but yho haa,positive,Sepedi,
@user le baetapele ba khalile,negative,Sepedi,
@user you made my day wa tseba,positive,Sepedi,
vellies di setse di reka mochine,positive,Sepedi,
@user o montle ebile wa tshwanelwa,positive,Sepedi,
@user @user suba weak for ntho eo fla,positive,Sepedi,
after that 4th goal madrid thought we were gonna goo for the fifthathe ke hona ba tlo matha ha hona papali e bohloko ho feta le jooe ebe ele lelekisa bolo ha ba sa le kora se ba sebeletsa ho le makisa feela ua utloa gore u kope ho ntuoa,negative,multi,
yunibesithi ya bokone bophirima @user,neutral,Sepedi,
@user e tsere ke phefo theres no hijacking here,positive,Sepedi,
o claim boaowaese boy grootmankopa ho tholamxm worse than a break upla bona die mano ntsa ipakela mathata felaandile where are youyou are needed very fast in the state housethis is the state houseene nou ke broke blendnahana,negative,Sepedi,
@user ne re rile motsoseng eseng ref,neutral,multi,
leha ke lla ke ferekane peloke thibane mehopolosera se nteka habohlokohlokomoea ka o ntso na le khotsoke kgotso ya jeso e fetang le kutlo ya motho,negative,Sepedi,
@user ba re ba hloka pitso,negative,multi,
@user  motho wa molimo ketla tlhola ke reng,negative,Sepedi,
@user  eish wena now ra bolelwa sechabeng,negative,Sepedi,
@user bathong o berekile ka nnete you deserve big time spoils,positive,Sepedi,
@user u tlaba strong darli,negative,Sepedi,
@user ah e no omia lona leano leo o tla bona o dirile jwang,negative,Sepedi,
@user borotho bo ke 10 mos ko shoprite is,positive,multi,
@user hau ishy why maar you know sometimes all you have to do ke go belegetsa motho magala nkabe o ne o mo neile fela o tla seka melato ya gagwe a le nosi,negative,multi,
@user ba ile menyanyeng wa papa ,positive,multi,
@user body ke body ntate apola fela,negative,multi,
@user i wish i didnt open it ho rata ditaba mara,positive,Sepedi,
@user @user seka nkuwa ke maitutlo mchana,neutral,Sepedi,
now i do get it why meikie is feeling the way she do she built up john into a prof and she built a maputla supermarket in his name and runs itplease script writers get meikie out of jail and finish what she started if she again so be it,negative,multi,
@user ke noba ke se ka go bona ke jaivile kua motetema till 0200,positive,multi,
@user ke bona karate kid hela,negative,Sepedi,
@user blessed day mam ke gona e ke sa swere ke te dingwe ta bophelo i hope you are good,neutral,Sepedi,
@user ke teng ratolaka tanki obe le letÜatÜi le monate akere,positive,Sepedi,
@user mo o betha patla strong bassline e reng mo ngwaneng,positive,Sepedi,
batho ba it support ba lapisa gore,negative,multi,
modimo a fe ka letsogo fela bathong,neutral,multi,
@user ke utlw ke batla ho bona ha se wena ya,negative,multi,
yoh ha ah skierlik nje re nale mabaka vhocyril agh man,positive,multi,
@user it will never taste the same futhiyenza phela indaba ye bonda ne paving so you can wake up every morning to my coffee as well as have it every night,positive,multi,
@user o ka mo loma mpho,negative,Sepedi,
tsela eo sechaba sa heso sa basotho se leng ka teng ke sure ho na le ea seng a latile boreholedrill hoaaowaka metsi re lichocha ha ho tluoa ho ho solva mathata,neutral,Sepedi,
@user yoh haii tse bohloko hadi feel,positive,multi,
@user @user nyalo ke selo se gabotse man,neutral,multi,
@user @user bathong bazala iketle pele re lokise,positive,Sepedi,
@user lmao habang patle bare ke rata haholo,negative,Sepedi,
@user oreketse bomma di sneaker,negative,multi,
e tshwana le mosadi o senangaowalete,negative,Sepedi,
@user o satlo di bona,negative,Sepedi,
@userthank you so much champ phuti re hlasela mokhaba,negative,Sepedi,
@usernagana ke le one mo that space gape rona we not popular mo,negative,multi,
@user o na le di dread wena ka ke wena o tshegang ka nna wena kana o beke le beke kana o e utlwa e nkga hela,positive,Sepedi,
@user  hee batho ba molimo,negative,Sepedi,
@user koore aitlhoboge fela neh yhuu i can imagine skoloto sa teng mommy remember when you were not here for 123,positive,multi,
jo why osa busi braids tsela tsao lekella,positive,Sepedi,
@user o no kwa gore waduma le ge a bolela,negative,multi,
@user golo fa nkare go bushirinyana le sharpo you 2 kana re ragana ka fa tlase ga tafole,negative,Sepedi,
@user @user le bolela ka eng ke mang ayang go shapiwa,negative,Sepedi,
@user a bae lebale ebile,negative,multi,
chiefs ko morago ke bona danger,negative,Sepedi,
@user i hope you dont get help oe,positive,multi,
mpho wants to get into the screen and hug her child hle,positive,multi,
@user i wonder if ya lekana naa,neutral,multi,
ba re rangwane wa hao ya ne,negative,Sepedi,
@user re tla bona pele,positive,Sepedi,
ke gona o notice nou,positive,Sepedi,
as a country they wont take us serious whats with these outfits bathong bathong bang borile di celebrity tsa lona,negative,multi,
@user o romile ke mang,negative,multi,
@user @user naledi a damaged reputation also counts as a personal risk,neutral,Sepedi,
@user le veggies le nama ya koko le gore a o dirisa iphone or android le gore o thuthahaditse metsi ka eng,positive,Sepedi,
@user @user o sele einklik,neutral,multi,
bathong ke tseni shoprite kare ke reke di soupack nyana yohh ka ro kreya ele megwete ya kgogo fela kamo gare nkar nka lla at this moment shem,negative,Sepedi,
@user thats why asa bone o ja kudu,negative,Sepedi,
@user @user nna bakgotsi baka ba jola a ke nyake motho wa go tlong ndisturba,negative,Sepedi,
@user @user awwa malome ke nagana gore watsebaonotshaba godira,negative,multi,
batho ba bata gore tima mananeo,positive,Sepedi,
@user we hope youll have time for this brings you the best in local comedy catch and in the new local series you should really give it a try available for streaming here,positive,multi,
@user happy birthday to karabo,neutral,multi,
@user aowa tsone gare o dirole gabedi gararo,negative,multi,
i havent even had half of this can and already my head is spinning aowa,positive,Sepedi,
@user @user mongwe le mongwe wa loya moo,negative,multi,
@user karma ntate chris probably had heart palpitations,positive,multi,
@user mxm kwena ka goitsi makgakga,positive,Sepedi,
@user ntlhala babemonna waaka is getting better moss,positive,Sepedi,
@user weitsi keng let me thul,negative,multi,
@user very good mkgotselehlweng gabotse ka mowe,negative,multi,
@user ao serious even that girl you used to post le bina ko pick n pay,positive,Sepedi,
@user hae yone le yone kana nne ere ke bula gate yabo e hapaana le nna golo hale nne ke tshwere tender,negative,Sepedi,
@user ke nahanne ke taba yaore hake tsebe fashion,positive,Sepedi,
now we got share 3 okes aowa,positive,Sepedi,
@user di details jr maybe ke lenyalo or ke mahumo,negative,Sepedi,
@user bathong yall dont wanna see me happy,positive,Sepedi,
@user iyoh nna ake kgone ke bolela thata but dilo tse dingwe tsona noo,negative,Sepedi,
@user tlaba ra hlala batho ba rena ka phoso,negative,Sepedi,
@user ke a leboga maibelo,positive,multi,
@user  tswa mo yena o you already know the type of person you dealing with,positive,multi,
@user monate mpolayeo ntja game,positive,Sepedi,
making my botswana debut this sunday @user gaborone super excited see you soon,negative,Sepedi,
@user ke ipotsa gore ba rileng,negative,Sepedi,
@user @user mara go no tshwana di noba teng ntse a re they are forbidden lol or re nore ke after funeral,negative,multi,
@user bathong madala wa lapisa tlhe,neutral,multi,
@user ke sure fela gore o naar,positive,Sepedi,
@user @user lena le ale bothatale sure lesa actor mara nkare leratana ka nnete,negative,multi,
kgang ya 1000 i nkutlwisitse botlhoko waitse,positive,multi,
kids really dont caremotho wa bona wa bala after o nyaka ho dlala,negative,multi,
@user  plas that one is a sex freak akamo etsetsa di prayer sessions antse a mmitsa ka bbe a mo kota pap,positive,multi,
@user re ka fela kego kwata mahn,negative,Sepedi,
@user @user aoo shamare u saying banna re palelwa ke taba tja rena,positive,Sepedi,
nkabo a dumetse hela ano a ela ruri mmotana one a lapile,positive,Sepedi,
@user nyaa papa wena weekend o jele,positive,Sepedi,
@user prasa sale ba re ba sa aga sporo sa trene ya gago okare ke tla ya go se aga nna self,negative,Sepedi,
mama im going outke lorile o kgamuwa ke meetsi marr tsamayaeh regotse boima,positive,Sepedi,
yoh nothing beats the pain ya unemployment ka month end ke gore o starte kgwedi ka r 0000 e fele ka r 0000 lord please answer my cv submissions or anything to make ends meet,positive,Sepedi,
@user mihlali wa ifebela le lona la feba ka tsela tsa lona bothata ke gore bo febe ba lona bo useless ke wa di slow leaner o faila njalo wa mihlali wa pass alwaysikuku yakhe iyamusebenzela oksalayo,positive,Sepedi,
@user @user i hate sata afrika,negative,Sepedi,
@user nnete a true lyricist,neutral,Sepedi,
mpho taking out her weave and lashes shame,negative,multi,
@user @user engwe e etlo re bolayang ko ba chomi tsa lona lee mara areyeng ke game,negative,Sepedi,
i get that shes getting old and agona ngwana ko lwapeng but mama why are you stressing this issue so bad,neutral,Sepedi,
@user lmao kore waitse keng,negative,multi,
@user wa bonala no wonder o sa kwagala,neutral,Sepedi,
@user nna kemo sekgweng jaanong gorilla block le pin,negative,Sepedi,
bathong nthabeleng o confident gore lona,positive,multi,
wa nako nalipay aning pa cadd sakong kurso,negative,Sepedi,
@user maybe yena o tsene ka gare akere ke minister re tla reng,neutral,Sepedi,
@user moya is very important,negative,Sepedi,
@user @user my sentiments exactly ne ke re re ke re tlose bana ba lapileng coz ha ba bona mokotla baa hlanya,positive,multi,
@user ehh that feeling e bohloko yerr,positive,multi,
@user ankr o motho wa di 25,positive,Sepedi,
@user @user he is just a dunder head loya toy see i see,positive,multi,
@user arena bona we cant relate,negative,Sepedi,
@user lol ha bana taba le nthweo,negative,multi,
@user go fihlela ba tseba gore gase group work,positive,Sepedi,
@user good luck nna ke lapile,neutral,multi,
@user @user ba re hau so le tsebile lefatshe hau no le tlowelaa andizi nna,positive,Sepedi,
@usermy kind of fun these daysgo gola ke mathata,positive,multi,
@userke nagana  na ke nka tiisa hantle nka reka number 17,neutral,multi,
@user ne ke fetsa go tshela,positive,multi,
@user @user go lokile do enjoy your evening,neutral,multi,
wa bona andile abuti basadikenny kuneneand herman same watsapp group best of the best opportunist,positive,Sepedi,
@user let us sleep gore lona le sale le di bolela gabotse,negative,Sepedi,
@user @user lona le tlo betswa ke batho ebile haele thuso ene,negative,multi,
ola @user track e tshamekang ko lemorago ke mang track eo,negative,multi,
@user ene mme papa ke ene monday wa wela mo sutung,negative,Sepedi,
e chaile bathong gwswana ale gole shap,negative,Sepedi,
@user re tsoga re kwatile,neutral,multi,
@user i forget gore women ke di tanka youre already in so its only a matter of time until you try a dumpie or 3 nna kenale ptsd ya savannah because the last time i drank it religiously my right leg catwalked onto a muddy surface and i slipped,positive,Sepedi,
o no hano bona ke view status sa hao setse o typer,negative,Sepedi,
@user ntwe ke stlaela banna,positive,Sepedi,
aowa banna le rapetse thapelo efeng kaore ke tsena fa bare kereke e tswile @user @user,negative,Sepedi,
@user re a leboga shadung,positive,Sepedi,
@user calls are the worst aowa ngwana o sharp its just nna wa nkimela,negative,Sepedi,
his fans were not smart about it bonane ba le busy ka alex forgetting gore ba ka hweta di vote ka limpopo,positive,Sepedi,
@user kakapa u mpolaile habohloko hoba hona ke nnete taba ena,negative,Sepedi,
@user pilato a tlhapa diatla a itsamaela,negative,multi,
@user @user madume kupza kannete re leboga mohau wa ramasedi go fitlha ka sona sebaka se re sa utlwella motswedingdebrah khumalo @user block v,positive,Sepedi,
bana ba ganella mo trampolineng,positive,Sepedi,
@user @user nama measurements bahlale bawazi,positive,Sepedi,
@user aowa tlogela fast fast,negative,Sepedi,
@user @user if andipheli moya was a person,negative,Sepedi,
@user @user ke kgopela dithapelo please,positive,Sepedi,
@user aku ke spoiler tadi sm orng tapi,negative,Sepedi,
o bona ga o ka beela dilo tse dingwe fa thoka bo pride jana bo ego wa tsena mo relationship gabotse ka mashetla a mmeleahh noo o tla ja monate,positive,multi,
@user ska lebala that loaf,negative,Sepedi,
@user nyaya gaobone bo mmokolodi jaana loitirela matamonyana a a kgadisang gaborone dam,positive,multi,
@user ive been somewhere they were selling dumpie ya teng for r 60,positive,multi,
mpho o bolela le dikarata,negative,Sepedi,
sete o bone eng mogashoa,neutral,Sepedi,
@user kabelo my favorite bathong,neutral,Sepedi,
re ja hela ha setse re bona gore motho o tla somoga mowa dijo di turu jabu,positive,Sepedi,
@user bona pattern proudly mzansi tsheleteba style,positive,Sepedi,
lets drink bathong agona ka mokgwa omong,negative,Sepedi,
right back ela a e tlogele bolo,positive,Sepedi,
@user ga nka kopa lepodisa lele berekang ko boarder a ke tlabe kele phoso,negative,Sepedi,
@user fingers crossed kreya banyako re isa kgole ba,negative,Sepedi,
@user ke batlo tlhaloganya mara ake kgone,positive,multi,
nako ena e tsamaea ka pele honyee,negative,Sepedi,
@user @user bathong and this meme just finished me haai kelo robala,negative,Sepedi,
@user mara hairline e jewa ke hairpiece,negative,Sepedi,
@user otla mo shebela mahala o tla bolaya ke pelo,positive,Sepedi,
@user bo dick ba phapha shem,positive,Sepedi,
@user @user di pijama ketsa eng mara kim or gale e tsene,positive,multi,
@user @user aowa ke go mmona kamoso hela sesame ha gona gore go ka tweng please,positive,Sepedi,
thato ill miss my babys babeill miss thas 1 moments,positive,multi,
@user@user @user gape bo bimi le bo roni ga se gore ke ba rata botsanyana ke no ba ke pretender,negative,Sepedi,
@user i was supporting dinky and thato ill be voting for a man this time around,positive,multi,
@user we hope youll like this @user brings you the best in local comedy catch and in the new local series you should really give it a try available for streaming here,positive,multi,
lol thato u a problem nana but i like you,negative,Sepedi,
@user i hope you did the same,positive,multi,
@user i know how you feel n i hope you get the support you need di llo ta gago di fihle go mangeloi a di kwelo bohloko,negative,Sepedi,
@user thwii straight nagana o jola mara bao gopotsa kadi option hai ngeke,negative,Sepedi,
@user dilo tse adi serious ngwana tate,neutral,Sepedi,
ditaba tsa batho di moonate,negative,Sepedi,
@user ao tsebe dilo ta monate,negative,Sepedi,
@user papa batho ha ba tshwane le wena ha ba itse dio tse,positive,Sepedi,
@user ene go peaceful gore golo gateng,negative,multi,
@user wa seitse akere ee nne ke tsere mic kere ka sebolela space abo sefela,negative,Sepedi,
aah o yena wa bora,positive,multi,
@user ke dilo mang tsona tse,negative,Sepedi,
@user ke tla emela lenyalo la gago la ma nnete,positive,multi,
hona le batho ba hantle hle motwitter e kare family,negative,Sepedi,
@user jolang le le three once,negative,Sepedi,
@user he banna keng o mo kgotlile ka monwana ka maragong,positive,Sepedi,
@user @user paulos wa go bolaya mang mang in the bible,negative,Sepedi,
@user wena gongwe koore o shy nna ka go leba with that face ya dont even try and approach me,positive,Sepedi,
my sneaky links girl is in town mme nna ke nwa adelpracht ke ipotsa ka go dira jang e dingalo sexual attraction,positive,multi,
@user @user hayi tlogela ngwano mongwe wena,positive,Sepedi,
@user he doesnt know ke prank aowa,positive,Sepedi,
@user dipotsa fela ho sa pala mazambane kaepotsa stew se byang,positive,multi,
@user le no re ka no hlalanya 5 a side mo makgweng bothata bja lena le ya kgsnya le itira bafans ba sandton ge lele mo makgweng,negative,multi,
le ska tseya heartbreak ka mmele so e tla le bolaya,negative,Sepedi,
@user ga ba re bone ka sepe,positive,Sepedi,
@user kae koo ke robala ka 7 or 8,positive,Sepedi,
@user favourite ya banyana ba rona,negative,Sepedi,
@user i was saying you should start lerato,positive,Sepedi,
good morning fela via @user,negative,Sepedi,
@user ordering shots for everyone every 5 minutes aowa,positive,multi,
tota ke tla bala kamoso,neutral,multi,
@user gongwe nare ware difilimi mma not moviesbo mr ibu yana,negative,Sepedi,
here in the ec they dont even need to push they even give them the lobola money and are dropped off at work in their cars,neutral,multi,
@user tota ba dira gabotse basa lebelle tloga ba ipiletsa stress malatsi a kea e etela for laughs,positive,Sepedi,
@user nna yena kea dumela,negative,Sepedi,
guys stop putting your names on a cvno maan lena ga botse le bolawa ke marete serious,negative,Sepedi,
@user so vele motho went off for 1day i come to this my goodness cant waitm so proud of you darling,negative,Sepedi,
@user ke a tseba gore re fana bjang pace naa,positive,multi,
@user aowa jo i like spending mara eseng sso,negative,Sepedi,
@user  mean for standing at the edge of the podium you made my daywhere were you when they banned caster semenya who was born a woman from competing because she looks too masculine now thats what i cal,negative,Sepedi,
@useree and ba bolela thata goore ga ba itse gore re tswa kae,positive,multi,
@user i hope there is hey,positive,multi,
when he said keo rata kudu kudu,positive,Sepedi,
@user youve been bewitched mona no ways,positive,Sepedi,
@user @user le nna fana ong mblockile nagana fea,positive,multi,
@user @user iyhoo mpolaye gape,positive,Sepedi,
@user aah man njwetse kanti keng,positive,multi,
ga re bonang bdp e palwa ke eng,negative,Sepedi,
ithute go rapela gobane gona le batho ba balwang le wena osa tsebe,positive,Sepedi,
rona re qhela as fast as you can ekare motho unosa kule hoseng,negative,Sepedi,
so ukhumule ipanty on national television isdima sakhe sona,negative,multi,
okare ke character ya kgale ya mr t,neutral,Sepedi,
you cant ask me gore ke pina ehe yaga franco e a opelang tshele cos allof,positive,Sepedi,
@user slavery has been in the past for batho ba tswana,negative,multi,
