sentence,Final_labels,predict_name
@user @user re qalilengempa re bua fela,neutral,Sesotho
@user please check hantle,positive,Sesotho
@user warra tΓö£┬╗Γö¼Γò£edingwe gadina maloka a tsela godimo gafao banametΓö£┬╗Γö¼Γò£e gofeta palo balebeletΓö£┬╗Γö¼Γò£e mokotlabana barena,negative,Sesotho
@user @user cobbeezi waleeasy ae ba lla hobane ba ikoahlaea ese hoba re e nka ka kgang,negative,Sesotho
@user i dont see your bets on my tl anymore ho tletse rubbish ya di punters fela as i put on that notification,negative,Sesotho
@user @user hohle ho ba monatele seterateng mona ke khotso feela,negative,Sesotho
telkom charity cup days siwelele sa masokolara,neutral,multi
@user go simolla friday ta bo ke go lapisa ro bata di zebra mmogo,neutral,Sesotho
@user letho re holisa bana,neutral,Sesotho
@user morgan ke hoseng hle,positive,Sesotho
kore motho ntse le bua hantle eena ebe sare i love you aii kea robala,negative,Sesotho
@user lol am a pirates fan bt ke nahana hore lo baba ha rati chiefs ka pelo ya hae le moya ngiyanitshela he doesnΓö£┬╗Γö¼Γò£t,negative,Sesotho
ha ne le ka share lipost ke nahana ne tla be le thusane this is tiring at times,positive,Sesotho
@user @user ha a tlo mblocka ho hang o na bolele naa o blocka batho ba joang hakeso kene kahara bracket bono so far,positive,Sesotho
@user very cheeky for someone who has zero responses from the socalled ladiesalso dont be confused its ok niggas are ouchea doing as they please thats just how the world works o nahana re batlana le permission ya hao,negative,Sesotho
@user gear knop kea tazz letsoho kela mjita and a dark in complexion,neutral,Sesotho
@user @user @user @user ke nahana u le motho wa quthing,positive,Sesotho
@user @user problem ke gore a re na chelete,neutral,Sesotho
back home in limpopo when we were kidsmohlang ole maswika asale boletaresa tsebe nyaope until @user brought it,neutral,Sesotho
@user @user ae le tlo nqabanya le motsoalle oaka,negative,Sesotho
we shouldve listened to our science teachers when they told us to recycle and take care of our planet bona jwale di greenhouse effect di re etsang,negative,multi
@user @user haibo u guys defined thongs differently these days mosrona ba tswang kasie grade 0000 till grade 0 ke creche then u gp to grade1its that simple yazi no wonder kids of today ba nale trauma le mental problems they start,negative,Sesotho
@user no this is not life ke masepa fela you go to sleep without electricity and you woke up again without it mnx this is rubbish,negative,Sesotho
@user this is beautiful lori i really do love this green,positive,Sesotho
@user given that ase chelete yaka though,negative,Sesotho
@user le qadile akr,neutral,Sesotho
@user ba tletse melaolao annoying,neutral,Sesotho
@user ne ke utlwa ba baigasanyi ba umaka kgang tsago oketsa,neutral,Sesotho
ba bontsha hantle na ke mofuta o feng oa batho just sore loosers,negative,Sesotho
me rn go bata motho a tsene ha chillies ka lunch,negative,Sesotho
beautiful gorgeous sexy hot thuso mbedu she is so adorable and magnificence isiphalaphala,positive,multi
@user @user we dont even sleep together anymore ke muvetse ko kamoreng ya bana,positive,Sesotho
@user this day we can never trust one until proven otherwise men are being accused for crimes they did not commit i see ladies made it a trend to make false rape accusations tla be ra hloya ke batho re ntse re ira bo i believe you,negative,multi
maloba as a country nne re tshega eskombotswana power corporation e dira flop tlheng,negative,Sesotho
@user @user @user nahana feela ha lesotho ho setse 200k people,positive,Sesotho
@user sale re emetse gobona gore otla etsang,negative,Sesotho
do you prefer texting over calling when checking up on friends find out from thuso our superhero how you can turn your existing airtime into data learn more here,neutral,Sesotho
o pallwa kedi potholes o nahana sundowns okae etsang,neutral,Sesotho
@user pretoria was cold hoseng,neutral,Sesotho
sale ketswa ko lapeng ka friday,negative,Sesotho
go tletse go a tshologaΓö£┬╗Γö¼Γò£ shaun was really a peopleΓö£┬╗Γö¼Γò£s person the family is broken friends and colleagues are hurt the community of snake park is torn apart a life well lived indeedrobala ka kagiso mofokeng,positive,Sesotho
@user empa ke fositse kae,neutral,Sesotho
@user @user the liver to stone our police cars funded by our hard earned taxes yessess these foreigners have taken it too far lets give our @user some teeth to sort these cats out ga re tlo telelwa ke matswantle ka ga b,negative,Sesotho
@user romelang kwano tlheng,neutral,Sesotho
@user @user haik ho boima empa ke bona eka taba ena e tla thopothela beke ena e tlang ha e qala akere ua hopola ena o amohelisoa boemo ka stock sweet khetlong lena ha a tlo se bona,negative,Sesotho
kaizer chiefs fans shaken by soccer ladumacmon guys you can do better,positive,Sesotho
@user @user potso ke hore na @user o etsang ka boemo boo,negative,Sesotho
chelete ya nsfas kamoka,negative,Sesotho
@user ke sa siela ba bacha ba ke ba re bontΓö£┬╗Γö¼Γò£e na ba li otla joang,negative,Sesotho
@user haeba they resigned was too late iec e se e fanne ka qeto ebile e itse ha e sa le nako ea ho kenya batho,negative,Sesotho
hantle hantle what is the hold up with opening this bridge eyang sa truck,positive,Sesotho
@user yeah empa joale he if a woman doesnt want to she is free not to,negative,Sesotho
@user or mosothore sebedisa akere haholo le rona,positive,Sesotho
@user i dont even know what to say nahana fela,positive,Sesotho
Γö£┬╗Γö¼Γò£o raya jang o re you canΓö£┬╗Γö¼Γò£t do this anymorejaanong kgang ya gore rraago o utswa dikgomo ke dire jang ka yoneΓö£┬╗Γö¼Γò£,negative,Sesotho
ebe o fetilwe ke pale ya episode 2734 tobetsa ho mamela,positive,Sesotho
@user otla tsaya dipoko wa ditsena ka jarata stop takin thing from the street u dnt knw where they fromotla tsoga ka makhelwane in box one day,positive,Sesotho
exactly ba ravasitse chelete goed ntse ba bona pleke e tlhoka proper service delivery their sense of entitlement to undue benefits is not even shocking,negative,Sesotho
@user do yourself a favour and read romain folzs interview with soccer laduma then be the judge,positive,Sesotho
@user i just came across your profile in my news feed i am a musician so i just decided to give you links to my musichere are my music videostobetsa ting,neutral,Sesotho
babang bo gotse boima shem osare o dutse utlwe bare motshwareng remo peite,negative,Sesotho
ba tswafa ende ba nahana e edgy nthweo,negative,Sesotho
@user @user sekgoa se se tswang mo se nkopisa tlhogo and itΓö£┬╗Γö¼Γò£s not even 9am yet,negative,Sesotho
o bata go sala aaja mapautsa,neutral,Sesotho
@user empa eseng gogo though,neutral,Sesotho
@user letsoho la molao le letelele,positive,Sesotho
@user @user @user @user @user @user haholo unnecessarily so,neutral,Sesotho
@user gabotse wena o ka ja chelete ya ko diphiring wa tΓö£┬╗Γö¼Γò£habela makgoweng akere,negative,Sesotho
@user aowa wena rena we are still standing we use it as dash for tanqueray ebile @user @user ra lokela le agriculture for ambiance,positive,Sesotho
some of the news came up more than once bagaetsho ke tsaya fela gore fa gongwe fa ke go tlhoka bonnete fela i ainΓö£┬╗Γö¼Γò£t hating i loved his music he makes very good music nogal some of his songs now hit me hard di monate but i chose to draw a line,negative,Sesotho
@user thuso my gee i think you should take an advantage and start a label thuso wadi speedbraii if you respond i can design you a logo see if you like it,positive,Sesotho
album ena ea mosali oa abuti carter e hana ha ke tlohela hore,negative,Sesotho
@user haholoba re loya,negative,Sesotho
@user o bua yang tota ore bata kgorq,positive,Sesotho
@user hantle hle cant complain really and you king,negative,Sesotho
@user o taa ntsaa o bo o mpusetsa mo lapeng nna ke lapile,negative,Sesotho
le tsebe ltv ho bapala machina ka oona motsotso,negative,Sesotho
@user ladies mo romelleng chelete ya mc flurry,neutral,Sesotho
mosadi akao kopa 1000 a tseba hantle hore le kopane lineng ya r350,negative,Sesotho
@user tsoma tsoma u tla fumana,positive,Sesotho
@user @user daaaamn what a player used to watch football of siwelele sa masokolara,neutral,Sesotho
@user founa founa nahana mololi,negative,Sesotho
kasi ya hao hona le sebaka seo ho hlatsuwang makoloi ho sona se dibusang romela senepe sa yona o sebedisa monyetleng wa hore e tlo hasa sebakeng seo kaho sms lentswe kasikemollelwa lebitso la sebaka seo le hore keho kae ho 38596sms ke 150,negative,Sesotho
@user healthy life needs consistency e batsi dedication e hlokolosi mme ka tseo otla achieve target ya hao mosia a motle,negative,Sesotho
@user be re mo tsamaee holimo,negative,Sesotho
@user ke nahana jwalo ha kena energy ya ho pretender so kannete ke nahana ke toxic,negative,Sesotho
@user ka moya o motle basotho thabo e ngata hakalo ka hara naha,negative,Sesotho
@user we shall see but ke sure batho bana ba corrupt are scared hore na hantle what does this mean for them,negative,multi
mmao making threats on the innanet would be wild nahana mmao a tshepisa batho thupa da di instagrammeng,positive,multi
@user nna ke tsohile ese ele hoseng get well ne,neutral,Sesotho
@user le nna ke gone kemo itseng,positive,Sesotho
le rena re batho re dira di phoso,positive,Sesotho
@user @user can someone repurchase the bloemfontein status back into its township football to witness ntho e ntle mara tlheng @user @user @user,negative,Sesotho
@user @user kgotso moifo ka lapeng ka nnete hake bone hokaba le tshitiso e kalo haholo hao sheba hore ho ngolwa nakong tsa motsheare e seng bosiu tshitiso ekaba teng hoba sebedisang di computer fela@botshabelo v sec,negative,Sesotho
so hantle hantle the problem was the kids on saturday coz me and my age mates had a great time maobane,positive,multi
@user i agree basotho voted for rfp in numbers because bare ba batla liphethoho and we dont need flimsy excuses re hloka action items empa he kaha basothohaba ferekame ke excitement baka biella everything,negative,Sesotho
@user ba rata chelete and ba phapha,negative,Sesotho
@user @user o tletse metlae moabi tsamaya o fete ko karoo o bone gore a ke swimming pool fela e e fetogileng ke lona ba lo diegisang tswelopele ka metlae e ya lona,negative,Sesotho
ke batla ho falla mane moo ke lulang soon empa joale its too damn comfortable idk what to do with my life rn,positive,Sesotho
@user bana ha ba etse lintho tse ke li etsang,negative,Sesotho
batho ba mosebetsi oa matsoho ba tla u phoqa,positive,Sesotho
@user i dont know batho ba u blockileng ka hlooho ke mabaka a bona thats the thinghape hona ke motho a itseng o kopa u mo unblock,negative,Sesotho
@user kelo etsa stivigate sa teng next year ketla o qoqela from what iΓö£┬╗Γö¼Γò£ve seen on the block di mosebetsi hey,positive,Sesotho
@user she said iteish ke fela pelo goya lapeng,neutral,Sesotho
@user ke sharp rato laka wena o hantle,positive,Sesotho
@user o hantle waka,positive,Sesotho
someone hacked mine kebona di inbox tse kesadi itseng okopa banna di nudes,negative,Sesotho
i hate this tlheng with,negative,Sesotho
@user @user haeba ha u sobe sorted butle re u batlise,positive,Sesotho
re lokeleng mo industrying re nyaka go ba gona le rena,negative,Sesotho
kganya bana ba letsatsi,neutral,Sesotho
@user @user re lokela ho fihla ho sona rele sorted ka everything etsang plan ka pele,positive,Sesotho
@user @user @user kante kgang eo le tsaya kae,positive,Sesotho
@user @user ha ah tlheng,neutral,Sesotho
@user aowa monna ga a fiwe chelete tsatsi le ba mo roga ba tlo mmotsa tse a di llego mohlang wa tlala,positive,Sesotho
@user @user masepa ao qala le aho qetela those,neutral,Sesotho
@user akgela ausi otsebe ya motho a motelele ya bonahala,positive,Sesotho
@user otlaba hantle ka nako,positive,Sesotho
@user nna le wena re rata mathata a batho mare disebo yena o dula a le involved ke nahana a ka thusa sechaba,positive,Sesotho
@user @user @user he hopes to see the same done with rfp meleko e joang ea batho joale ke late for these shenanigans,negative,Sesotho
@user @user @user nnete we just have to ensure ecosustainability re ske ra feneketsa nature haholo empa ka nnete ntho tseno lia hlokahala kae kae semonkong mono,positive,Sesotho
@user yoloΓö£┬╗Γö¼Γò£eja chelete yago batlo e lwanela when you are gone,negative,Sesotho
@user isoccer laduma isiqalile iyagqilaza,positive,Sesotho
@user @user nahana joale,neutral,Sesotho
@user on my way back akere ill be travelling for the next 2 days ka kgang e le,negative,Sesotho
on the 7th october 2022 ke ilo ba karolo ea 625 ea basotho ba tlo khetha ntate matekane ke bona ka mahlo aka maobane ka convoy ea maseru to buthabuthe hore sechaba se malalaalaotsoe ba nyorotsoe puso ea ntate matekanebonchoathi ba tla fumana 375moruoooooooooooo,negative,Sesotho
@user ke nahana byao le nna plus bari ka gafa for wanting to leave now,negative,Sesotho
khetha ka nepo esele e morena a e batlileng ke eena,positive,Sesotho
@user awo modimo why am i always late to such tweets kopa r500 tlheng,negative,Sesotho
@user @user @user i must not be in it to know nor understand what was so heavy to disrupt execution i stand by my views he could have done better he knew governance way prior mahlong a basotho he failed,negative,Sesotho
@user nako eo ake nahana neke kgadile askies maan,neutral,Sesotho
@user @user hantle twitter mona batho ba hloloa ke ho inahanajoale ba ne ba re ho etsahaleng bona akere bana le pause joale ba nahana driver ea gd6 e ne e tla etsa pause ebe ea inahana hore na e ka pota le hokae haele moo koloi e jaile,negative,multi
@user @user o nahana oa rerisoa,positive,Sesotho
i love love but ke scam before you get the right one otla o utlwa shem nna kare kgang ke bophelo shem ke good ka life,negative,Sesotho
nthwe e keepΓö£┬╗Γö¼Γò£ang banna busy ka nako yao romela chelete kae tshaba,positive,Sesotho
@user jaanong o bata go mpolaa,neutral,Sesotho
@user re ba fa monyetla ba sebetse ba etse liphoso like anyone empa ba se etse lintho ba ichebile bo bona re ea kopa,negative,Sesotho
o tle o ba utlwe bone ba ba re re ye dibarengitlhele okare ba tlholela motho kana,negative,Sesotho
@user erile ga show e fela ka wena ebo ke tla lapengkego kolota 6 hee banna,positive,Sesotho
@user o motle hlee ausy tshedi,positive,Sesotho
@user ke nahana ke hobane pula ha e sana joale ha ho sana moo u qhafutsang teng kapa joang @user,positive,Sesotho
le saleng hantle ma pirates,positive,Sesotho
@user joh yona eo o e bonang letsohong moo enebe ya go qetela price r250 only empa tsona ditletse ka laeng ha di sebetse,negative,Sesotho
@user ba re tloaela hampe ba inketse holimo hoo,negative,Sesotho
@user @user e bile ge ba mpona or ke tlhakana le bona ga ba saba miserable ba tshega okare ke di hyena a ke so ba lematse gantle or pretenda mma mosotho,negative,Sesotho
@user ke go boditse gore amazulu yo tsoga ka rena,positive,Sesotho
ola ola ola ola @user @user thibokele mametse ho 903 mhz kroonstadmphefela hale duuuumeeee @user,neutral,multi
kampo ka bolawa ke tlalaaneva,negative,Sesotho
@user re teng kgaitsedi letsatsi le monate le ho wena hle,positive,Sesotho
@user @user @user happy new year abuty neo ntse ke ikela hantle kannete ramaseli o sa mpaballetse,positive,Sesotho
@user ko lapeng ba batla ngwetsi ke bone wena mme pelo ya gapega,positive,Sesotho
a tlhe ke ikwadisetse 5km nyana ke bata go nna cool le nna,positive,Sesotho
@user @user @user mantobela ena o etsang,neutral,Sesotho
taba tsa ko lekeisheneng la facebook @user @user @user empa ake le qabanyi tjo,negative,Sesotho
love lori for not staying with cheating men she leaves them where theyre at as she should,negative,Sesotho
@user oh mxm ne ke le lost ka nahana ke typo,positive,Sesotho
@user @user @user o ne a itseng,positive,Sesotho
ntse ke botsa lecturer gore haa ntshwarisa1830 a re kee go raa batsadi ke reng ko lapeng,neutral,Sesotho
@user @user thulo o rerile eng hantle,positive,Sesotho
ohh mona go a tobetsa hela,negative,Sesotho
@user mara go phakela tlheng,neutral,Sesotho
@user @user otlo etsang,neutral,Sesotho
@user ke hlakahlakano fela go bofagane,neutral,Sesotho
@user nahana re lla ba botlhe coz our team lost boring,negative,Sesotho
@user dude maar u fumana itΓö£┬╗Γö¼Γò£s the gang shit we never really hear about these artists the skeletons in the closet if i will,negative,Sesotho
@user joang u so tso re ke 7 nahana ke kobile monakeli ebe motho o re Γö£┬╗Γö¼Γò£tlosa seven tsena tsa hauΓö£┬╗Γö¼Γò£,positive,Sesotho
@user only in winter hoa bata free state,neutral,Sesotho
@user none whatsoever ho tla etsahalang hantle lesotho moo,positive,Sesotho
@user broo hake hane le ntho eo o e buang phomolong e na le about 7 months metsi a satswe total,negative,Sesotho
@user @user @user scrolled to see this name with a@na picture but monoana o ne o khathala @user is a bomb of many positive attributes i hearts her,negative,Sesotho
@user @user @user hantle tje,neutral,Sesotho
@user @user ba ka ba ba sebetsa hara serameng mariha,positive,Sesotho
@user @user @user @user you are a mosothofrom now on go to bapedi spaces dont come to basotho avenuebalance the equationyou cant spend this much time with us then when we go to war you desert usanever papa,negative,Sesotho
@user @user @user @user @user hello ngwana ngwanana ke thella le lona ke le ka turfontein,neutral,Sesotho
i was sooooo happy woolies had this today ke lula ke fumana ele siko thiiiiiiiiis,negative,Sesotho
@user from10 oclock mosebetsi o tla tsamaea butlenyana,positive,Sesotho
@user hao le hantle le nna ke monate mayokiyoki,positive,Sesotho
@user why didnΓö£┬╗Γö¼Γò£t you just walk across confidently like a mosotho,positive,Sesotho
@user hantle ekaka muso ha o oa kenellakhamphani ea metsi le likhoerekhoere e kolota limilieone tsa maluti ho ba khamphani ea phepelo ea motlakasejoale bane ba motlakase ba khaotse phepelo ea motlakase metolongmaseru kaofela e tla hlapa k,negative,multi
@user hantle tanki obe le letsatsi le monate akere,positive,Sesotho
@user ke tletse ka lena,neutral,Sesotho
ke baetapele marena a lefatshe ke matebele ke bo senoa madi ke majapere,positive,Sesotho
@user ebile hlotse e betere u tlabo kopane le batho bohloko ke hore u mong,positive,Sesotho
@user still a no how instead of celebrating you wena o bata go ntsenya mo teng,positive,Sesotho
@user ke kgang tsa midweek tse re ja di regret,positive,Sesotho
o zama ho etsang odirile otlo tlisa di nta into my mentions,negative,multi
@user is that you trending or other thuso,neutral,Sesotho
@user ke town hosane hoseng ngoanaka,neutral,Sesotho
@user wa re ndlondlo o dirang ke kopa o boeletse kgang e o neng o re tshosetsa ka yona malobanyana fale re tla bolaya batho ba robale mo lebaleng,negative,Sesotho
@user bayern ha e utlwe barca,negative,Sesotho
@user nahana se re sa noe,neutral,Sesotho
ke bata cocktail tsa luna rosa,negative,Sesotho
@user @user ae hau ka tseba o na ntene joang imagine petrol ene ke senye,neutral,Sesotho
@user ke hantle hampe nna,negative,Sesotho
modimo o tlao kopanya le batho hey,positive,Sesotho
@user o motle jwang wena aknalina sithole,positive,Sesotho
@user @user @user kannete proff uno kene facebook moo u shebelle thahamesole hore feela ube sehlohlolong,neutral,Sesotho
@user the people we should definitely not be passing the aux to ba nahana groove ke tiktok,negative,multi
@user ha go itumedise gore be re nna mogare ga botlhaswa bo kopa the service delivery that we speak of online e fitlhelle baagi,negative,Sesotho
@user kee fumana joang,positive,Sesotho
@user neng qala ka chelete pele,positive,Sesotho
lori is dating like the yt girls that we went to school with and personally iΓö£┬╗Γö¼Γò£m so proud of her iΓö£┬╗Γö¼Γò£m tired of black girls being shamed or being Γö£┬╗Γö¼Γò£privateΓö£┬╗Γö¼Γò£,negative,Sesotho
@user mare o bone na o nale jwang mahlong ha etsa video yeo nna ke nahana o lebetse,negative,Sesotho
mos ko kreya go tletse at the salon already setse gonale traffic,neutral,Sesotho
@user @user monna wa tsamaiso ke emetse le kwalo,negative,Sesotho
so le re how many beds are available ko weskoppieske lapile ke nahana gore ko patlama nyana,negative,Sesotho
doggy e qadile ka adama le efa okase etse missionary ka tlasa sefata o sena lesolanka,negative,Sesotho
@user i had so much funif it wasnΓö£┬╗Γö¼Γò£t of that heat ke nahana jwale nkabe ke tsunkane hofeta,positive,Sesotho
@user makgoa ha le batle build your own institutions le tloelle dintho tsa batho sechaba sa rantso se a swabisa maan kgilik,negative,Sesotho
teams are really confused now on how to approach us nisaleng hantle,positive,Sesotho
kore hake nahana your daughters will be sending my son nudes,neutral,multi
@user nahana fela hlee u mathile for nothing,positive,Sesotho
@user @user @user @user mme u oa tseba mona industrial shells re lumellana ka mehla ele mokhoa o bobejoana empa potso ene itse na ke lakatsahaho ka haba joangeaba u ntsosa haure sentse lile teng and for a sec ka ipots,negative,Sesotho
di city tse ding le tsona go so or rena ba re irela masepa,negative,Sesotho
thapelo ea ka this monday morning ke hore re tle ee fuoe lisebelisoa tse tla re thusa ho etsa mosebetsi oa sechaba li performance contract re tle re kenyetsoe clause ea taba ena hee khale re jere muso ka chelete tsa rona ke itheketse heater office chair datale tse ling,negative,Sesotho
@user @user empa akere u eme hantle moo,positive,Sesotho
lec e elelletsoe hore ho bile le ho khaoha hoa phepelo ea motlakase hoseng hoa la 04 november 2022 toropong ea maseru kaofela le mathoko a eonaliphuphutso li se ntse li tsoela pele ho fumana sesosa Γö£┬╗Γö¼Γò£me re se re kopa tsΓö£┬╗Γö¼Γò£oarelo ka tsΓö£┬╗Γö¼Γò£etiso e ileng ea bakoa ke bothata bona,negative,Sesotho
@user ba bata go dumela ba bone,negative,Sesotho
mogatsake honey tsaa o lletse ba pizza o ba ree ba tle ka gone mole ga maloba mole ke wena o itseng dio tsa teng kea go swa ke ditshego ke sa ja pizza jolang le bagolo guys,positive,Sesotho
@user @user i am sure le marabastad e betere,negative,Sesotho
@user @user @user masters and you still think like this aowa chief youre disappointing nahana someone doing masters commenting for the sake of getting likes and retweets indeed this colonized education is not doing you any,negative,multi
@user nahana ka baby l o nkwatisitse,neutral,Sesotho
@user ketla e sheba hoseng,negative,Sesotho
@user @user @user @user @user @user @user ur which is read as your not u read as you kwala sepedi rra pls english ya betha enyaka rena so wa nkwa moes eh ke mothosa ke no betha sepedi sa mma,negative,Sesotho
@user o tlao fumana mosebetsi soon,positive,Sesotho
@user naare ware diriba di etsang,neutral,Sesotho
the day i know how to write a proper letter to a car dealer to drive meor whatever it is yall do coupled with ambassadorship for a suits line le tlo ntseba hantle,positive,Sesotho
vayang lo utlwella rap le rena re teng,negative,Sesotho
@user well hangata utlo fumana hore batho ba hlokang meriana at that time of the night ba ba banyane like less than10 in a month so to have a pharmacist or pharmacy technician be on duty to serve that small number of people puts strain on already l,negative,multi
@user it was highly likely to affect fetus ke hopola ka mokho ene ntsokotse ka teng so ke nahana what it can do to the baby,neutral,Sesotho
@user a ba bue go a lapisa trying to figure out gore motho go etsagalang iΓö£┬╗Γö¼Γò£ve been asking my husband to make time for me since aug 2022 not sure if ha a bone botlhokwa or there are other important things tse a di etsang out there iΓö£┬╗Γö¼Γò£m t,negative,multi
@user ke hantle haholo waka tanki obe le letsatsi le monate akere,positive,Sesotho
@user wai nna ke boetse lapeng,neutral,Sesotho
@user re fumana ning ndadelemong sena kafo setlang morenaka,positive,Sesotho
re squeezeng in le rena re nyaka go ba gona mo industry,negative,Sesotho
@user tloha mono naleli ea meso utlo hlanya banna bafe basali ba bona chelete eseng basali feela,positive,Sesotho
@user ashiiii ke nahana you did it for the fam,positive,Sesotho
@user o hantle mosadi waka,positive,Sesotho
maobane ke tiisitse setono kajeno ka sebetsana le endurance 45 minutes is an indication of how far we can go le ea mpala a ke re,positive,Sesotho
pleasure mosadi o fiwa cheletepolokwane men,neutral,Sesotho
@user nyaa ngwana yo o hloka thuso,negative,Sesotho
@user hao so tenehile hantle,positive,Sesotho
guys hoa chesa right empa pitori ashi ke oven ae kannete,negative,Sesotho
nna ga e tsamaya ha o fitlhela ke tlhaetse sxeta,negative,Sesotho
@user ee nyaya ke feditse kgang,neutral,Sesotho
@user @user @user nahana zinzi hle,positive,Sesotho
@user lennaatsa neke moshebile ke emetse a ntshe likhapha nthwe ba mo entseng eona nahana hoja he fainted,negative,Sesotho
@user go bata ba baakanya dilo,neutral,Sesotho
@user yhuuu nahana o nyantsa girlie ya ho tswana leyena Γö£┬╗Γö¼Γò£letswele le phala ngwana,negative,Sesotho
@user ke nahana hore caesar o sa fuoe sa hae ha joale,positive,Sesotho
@user empa otla tseya sebaka,negative,Sesotho
@user who leaked the story to laduma,negative,English
bophelo ke wena felaempa batho ga ba tsebegood morning south afrika and the world,positive,Sesotho
@user che bo ke uena a nketsang mothonyana ea hlooho e thata hoba botlolo le thupa li ka bolela fantastic good news joang na seo ke neng ke leka ho se bolela ke hore any of those two perfectly does the job they intended for,positive,Sesotho
had an ex who hated the trailer ya ko lapeng a re everytime we meet ke tla ke goga trailer she knows my phone will be off for 3 days or more,negative,multi
ke utloisisa hantle why batho ba thabetse ho bona the choppers there by thotamoli batho esale ba sotlehile nako e telele ka moo ka hae ka ha morena moshoeshoe this here is just another ray of hope that all shall be well khethang ka nepo hee basotho,negative,Sesotho
@user ba hlatswa everydaywashene ya gona hwetsa e tletse jarata mara bana ba gona ba phela ba le matshila,negative,Sesotho
imagine o sena go loga motho yo o sa itseng gore o na le wena kana jang phakela o ithela status my boyfriend tsek,negative,Sesotho
@user @user lmfao lori has these men foaming at the mouth love to see it,negative,Sesotho
@user @user ah ah muna o batla ke dirisa puo ya ko polasing,negative,Sesotho
@user oh kganya bathongi hope he gets better soon so he can actually get to swim,positive,Sesotho
bankseta lesedi bursary scheme 2023 for unisa students eskom south africa foreigners johannesburg fourways,neutral,Sesotho
@user @user ka january 7th thuso at a restaurantye yona ke tshele straight,positive,Sesotho
@user le rena lere gopoleng hle,positive,Sesotho
@user i want to move mo ke lulang but ha ke nahana nkanna ka ea mo metsi le motlakase li felang,positive,Sesotho
@user ke fetso bethiwa spy2 nou so ke bona gole betere ke siane leba single a gona dribbling da,negative,Sesotho
mme ba yaka pina ya ba strata ga e monate ke hela gore ba bata go dira di thikthoko,negative,Sesotho
ke rata lipolotiki haholo feela ena ea ho buoa litaba tseo ke senang bonnete ba tsona hake e etsehape hake rate ho buoa ka ntho eo kesa e utloisiseng taba ena ea million e nyametseng ke sa e shebile kahona haketlo re e nkuoe ke marfpmmuso ha u sebetse re bone,negative,Sesotho
@user e bata lawyer hela ee magalamasuke,positive,Sesotho
@user @user ache salary eno e ngata haholo given hore most of their personal expenses are also covered and paid for by the government,negative,Sesotho
@user should the minister ignore it even if its nothing new the fact is we have a problem and it needs a solution its not about who says it bothata bo teng bo hloka tharollo she even said this started in the early 2000s hantle le batla areng,negative,multi
@user @user go bata re berekela mo nakong re mo suthe a isi a thanye,positive,Sesotho
@user @user etsang plane,neutral,Sesotho
le qetwa ke leshano eskgale taba tsa rona di tla tsejwa ke mphakathi kaofela o ka bula ntho kaofela empa e seng mlomo,negative,Sesotho
@user o mphoqile ke motsepile motho enoa oa tsikoane empa mosotho o opile khomo le naka ha re mabele a tlaleng bofoe ka mathapisane,negative,Sesotho
@user litaba tse bohloko ntate feela ke a tsepa u tla ba hantle,negative,Sesotho
le ruthless ha e le hantle,negative,Sesotho
lol thuso o corrupt,negative,Sesotho
@user is kganya and,neutral,Sesotho
@user ke size ya go kukuna 5 am o bo tsena mo lapeng,negative,Sesotho
@user @user i think majority a ma 2thousand were born with it go tletse anger mo go bone,negative,Sesotho
@user @user ena e nchaa ere nke ke imamelle eona ke fumane litntlha kaofela ske ka nkua ke lefifi la bonka ntjana,negative,Sesotho
go bata motho a ile,negative,Sesotho
@user @user magwinya ka savanah le nkhulumisa haholo shem,negative,Sesotho
@user @user @user @user ko wena semaumau,neutral,Sesotho
@user ledi restaurant ho tletse,negative,Sesotho
@user ke nahana ske ra mo tagg but the amount of allocated funds must match the goods and services claimed otherwise all those involved ba hlohlore mapheo,neutral,Sesotho
@user ba krakra ukufa aba batsho ngentloko ezigoso,negative,Sesotho
@user nna ha ke utloe na ba etsang in the hood and why ne ba bapala mataese yoh quavo,negative,Sesotho
@user che nna ne ke mo qenehetse ha ba etsa lerata hoba ke empa ke na le maikutlo a reng dont kick a man when he is down,negative,Sesotho
is this true if so somebody please convince me not to put this guy in power ke nahana motho a satlo khetha motho enoa ona le serious mental problems,negative,Sesotho
@user not a country but anc rena we are not part of the anc mess we donΓö£┬╗Γö¼Γò£t vote anc osi sophie never,negative,Sesotho
@user @user ke utloa u nka kelello eaka hanyane u nahana nka batla ho ba karolo ea lona ka ho nthaothela ho ba director hellek ke nahana u entse motlae kapa che u mpa u re u ke u leke ho tΓö£┬╗Γö¼Γò£oasa a le mong ho leba nqa ea mokha oa hen,negative,multi
@user @user eena ha a so bue letho on his account,positive,Sesotho
@user the pain goes straight to the heart hao nahana hore o ne o mozama,negative,Sesotho
@user @user ke rata ntho tse unique ha feela e le original ke monate ha ke tsotelle hore batho ba e tseba kapa ba nahana ka eona,negative,Sesotho
la hlanya potter ntsa tshoere hantle he needs more time to adapt to the premier league,negative,multi
@user @user oh ke tsee tse ntseng li fofa ka holima rona moo ho tloha hoseng@tsiu_oj here,positive,Sesotho
@user hae duma ya tsamaya koloi ya elia ha feela e duma ke koloi kapa o ngwana na mercedes benz ya lungelo ke koloi ipehe hantle,positive,Sesotho
@user dont be like thatfomo e go etsang,negative,Sesotho
