text,labels
"sekutacaka okwenziwa ngabantu besifazane kulezinsuku, kumbe imina ohlanyayo ",negative
"mr okthoba mofo luthoungafa≡ƒÜ«akekho umuntu ozothandayo, ozaziyo ukuthi ufunani noziqhenya njengo muntu weslisa≡ƒñ₧≡ƒÅ┐ ",negative
grey1 did you guys win or should i say isitha lost ,negative
wangempela thenjiwe ayathusa ngempela ≡ƒÿà≡ƒÿé≡ƒñú ,positive
cabanga kungaphela isonto ungashelwanga ungaba stres ≡ƒñú ,neutral
inganekwane kanti≡ƒñú ,negative
ziphi impahla ,positive
qiniso ibuhlungu kakhulu lento yokubulawa kwamakhansela ,negative
you tell me≡ƒñú≡ƒñú≡ƒñúkubonakala sengathi wazi kooooonke fuze≡ƒÿè ,positive
die ding ,neutral
pre cash graphics thank you sis ukuthi bayahluleka to do it right bese those who do they get told liars≡ƒÜ« ,negative
good afternoon bigger and housemates and my girl ipeleng woooooooza friday ziyakhala manje beke le beke azishe bbtitans ,positive
so if sjavas career isnt ruined nikhalelani answer thatlady zamar last released in 2019 and still makes money off from that album she still performs her songs are still known and big in her genre she is still a songwriter xokani but sanuxoka kakhulu ≡ƒ½╢ ,negative
aibo uthini lomuntu ngempela ,positive
sa uthi kuhle ukuhlulwa ukukhuluma ezinye izilimu mnumzane akulona ihlazo ,negative
being at home before iskhathi sokΓÇÖphuma≡ƒÑ╣ ,positive
"nakanyane im referring clients, muhle umsebenzi ≡ƒÖî≡ƒÑ│≡ƒÆ»≡ƒÑé ",positive
"atleast wena nkabi yami sewuke wamfunza isbhakela lomxhaka, wamnemba kancane futh wasizwa ukbaleka ",positive
timeslive kunabantu abangalaleli unongalo uhlezi eyisho le yokuzwa amanzi ngemoto ,negative
m where exactly do you get your information lungile because according to the south african government a mixed race child is coloured please share your source ,positive
"mdu1mbatha melvin ≡ƒÿé≡ƒÿé≡ƒÿéand its not like some of us dont understand what yall be saying we just choose not to care, same way jabu calls at 2 am wanting to khuluma no sbu ",negative
mangabe uyayithanda kusho ukuthi wonke umuntu angathi ukuyibona ,positive
arturo nisho kanjani ukuthi umfana lo ,negative
nationaly dead brother lok closely branch members local government provincial legislatures national asembly kugcwele amahlathi nezimbamba zodwa black politics faded disintegrated inganekwane farce black thought ,negative
"labantu bahlala nje phansi bavumelana ngalombhedo abasibukisa wona i get it ukuthi its inspired by so angeke kufane nasencwadini, but this rubbish wodwa phela lona thewifeshowmax ",negative
its martin0 umfuna phansi for sure awuzenzisi ,negative
ngathi akwenzekanga lutho ≡ƒÿéΓÖÑ∩╕Å ,positive
sa sotra thelumusa nkosi uzozisola akusinja leyanto ,positive
njomane qhubeka nendaba ≡ƒÖâ ,neutral
djsgqemeza fm ukhozifmvabs morningngicela ukuvusa umndeni wami wonke osehlokozi entapha ,positive
fire ≡ƒöÑ≡ƒöÑ≡ƒöÑ≡ƒöÑphumani endlini ,positive
dick hertzzz weeeeeeeeh sphalaphala se kullid uvume amanga kanti ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ ,negative
made ig story and app story today ≡ƒÑ╣≡ƒºÿ≡ƒÅ╛ΓÇìΓÖÇ∩╕Å≡ƒºÄ≡ƒÅ╝ΓÇìΓÖÇ∩╕Å kancane kancane kuyavela ,positive
bal1 angibanaki ke cabanga ,positive
"ngabuye ngabona phansi kwelanga ukuthi ukujaha akuyi ngabanejubane, nokulwa ngamaqhawe, nesinkwa ngabahlakaniphileyo, nengcebo ngabaqondileyo, nomusa ngabanokwazi, ngokuba bonke bahlangabezana nesikhathi nethuba ",negative
overtake truck faka umlilo ngempela ≡ƒÿé danger ilapha ngako camperdown lungiswa khona umgwaqo uvele uhambe truck lane lona lapho lidla wona lane mina angyazi leyanto ,negative
patty grace amanga akho angqhazar ≡ƒÿ¡ ,negative
inganekwane straight ,negative
siphiwe pat101 lol youre very specific but i agree thina esinayo iexperience yokuclina umnyango ongcolile we know its definitely finger stains asehlalile iskhathi ,negative
ugesi wethu since wahamba friday ntambama ≡ƒÿ¡ ,negative
anc ayinqeni ukuthumela abantu abangasebenzi ukuthi bayothembisa abantu abangasebenzi umsebenzi awu sukanini madoda izinja ze game lezo ≡ƒñ₧≡ƒñ₧≡ƒñ₧ ,negative
"ukhozi fm tea time nosanibona emsakazweni ukhozi fm, ngicela usizo udaba lwami lumi kanje ngigule ngacishe ngafa, ngibole ngaphansi uma sengiya kwabahlolayo ngathola ukuthi ubaba womntwana wantshontsha iunderwear yami engcolile wayongiloya ngayo ",negative
"mayii kanti udlame olwani bakithi, mina ms may id ask you out if i was single ",negative
manje senzeni re hwe ≡ƒÿé≡ƒÿé ,positive
"1 a need mfethu ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡manje inkinga amanzi mahala, savanna imali ",negative
no one on this list can reach zoocci khohlwa ,negative
sesiqala ukucikeka manje sinoedwin sodi ,neutral
theeultimatelee lol noma amanga ke give us a update nje≡ƒñú please ,negative
arthur mafokate 05 nov 2022 i tweeted this aphi amanga ami ≡ƒ½ú≡ƒ½ú≡ƒ½ú ooohk ,negative
uqinisile phela niyizo ngempela ,positive
sterling bakithi ≡ƒÖåΓÇìΓÖé∩╕Å ,positive
coment andile ramaphosa scoring goal ≡ƒÿî  ramaphosas singing diferent tunes bust conducting nuisance inganekwane ≡ƒÿé ,positive
"ngicela niyeke ukungishutha nginganakile, ngaziwa nge figure kwi internet ≡ƒÿö ",negative
"indoni konke okuhle kuyakulandila, gcina isabatha ",positive
kingdon za lol yabona utshwala buyamosha she drank her whole future ,positive
"youre honestly giving this inadequate leadership too much alltime the anc is very good when it comes to talking inkinga nje, ukuimplimenta ooh and that greenenergy ntonnton is not the solution sekumele kyothandazelwa umoya ne langa for igesi, woah bus ≡ƒæÄ ",negative
ndala sandile ngicela isΓÇÖpani ≡ƒÿé ,positive
"yes, id still prefer a bit of music in the background because izindaba ziyaphela my brother talks a lot and all i ever do is add exclamations here and there and laughter, when travelling with him sometimes wed just listen to music and no chitchatting lol the whole trip ",negative
uyabona manje kunuka ufish epta≡ƒÿ╣≡ƒÿ╣≡ƒÿ╣≡ƒÿ╣ ,positive
qhubeka mroza intombazane engazwani neskhindi sangaphansi engakami ,negative
nami ngicela ukubona ,positive
"what i use to turn my water pink ≡ƒÿì≡ƒÑ║ bath salts are available for order benefits1 cleanse your aura 2 prevents spiritual blockages 3 clears your dreams if you forget4kuvuleka jobs and businesses5 umshado uyavuleka, uthandeke , ≡ƒÿé≡ƒñú kuyaphela ukushima nje≡ƒñ¡ ",negative
"phahlaana z izinja kabi lezo amapedi ngiwazi ngisasebenza nabo e joburg bacabanga ukuthi kuse limpompo how much more uma ungaya kubo lena elimpompo , bastards ",negative
sebengaphezu kuka 600 abantu abashone kuzamazama umhlaba e turkey nase syria ,negative
mis baleseng amanga aluhlaza ≡ƒÿé≡ƒÿé≡ƒÿé ,negative
khohlwa asfune leaders ampwe pushing campaign ,negative
mara bona nje bayazi ukuthi ba useless mara ,neutral
"sa never is a mud seat, but andithembisi lutho ≡ƒñú ",negative
awanishayi amahloni crime hand Γ¥ô ayibo ladies gentlemen siyaphela ubugebengu pul socks future children ,negative
nkosi shebi angtsi uyabona ≡ƒñú≡ƒñú≡ƒñú≡ƒñú icala kanjena vele ,negative
cabanga basho wena≡ƒÿ¼ ,positive
vsop yoh that time bathi mina nginolaka mangi communicater≡ƒÿ¡ ,positive
"ok sisi siyakubingela ukuthi wena usuwazi 999 yakwazulu, siyekeleni keh nokuhlukumeza kwethu ",negative
ndlovuu only of you even knew yinton ukundwebaΓÇª phi ke umathe kangaka ,positive
fm teatimenoladydngibingelele mamkhoza ewu laze lashisa itiye umfwethu wayevele inza iphutha kwasekuqaleni nje ukuthi imali ingene kwi account kasisi yini le ngaka eyayenza amthembe akavele ambophe izophuma ngoba uyisigebengu kuningi akufihlilengise mary grayendwedwe ,negative
citypowerjhb grillo heyi wena swine awume asinagesi nawe ubusy ngamanga ≡ƒÿí ,negative
nampree awusemdala for insulting strangers on socials share your opinion izwakale kodwa ke phela asifani bakithi mhlampe unje vele ,negative
"the cook mina ngikuthanda uma uhlanganisa isingisi ne sizulu≡ƒÿémix nje wena siya kuzwa,we cooking ≡ƒÿï ",positive
"ukhozifmvabs mrozawangempel fm siphila ezinsukwini zokugcina ngempela ngiyibonile le video yangizwisa ubuhlungu,yangishiya nemibuzo eminingi ",negative
this power cut is gonna force me to stop my dstv subscription cabanga nje ustage 6 Γÿ╣∩╕Å ,negative
ngicela ningithengele indlu ,negative
haymaan i wanna learn this zotata dance kutheni intswemp kangaka ≡ƒÿé ,positive
m ≡ƒñú≡ƒñú≡ƒñú bhakaniya please yeka indaba yama levels ngiyakucela my brother≡ƒÖåΓÇìΓÖé∩╕Å≡ƒÿé≡ƒÿé uzosihlekisa ngama fans wesundowns wena nje yamukela ukuthi sundowns is the only football institution in sa≡ƒÿé≡ƒÿé chiefs and piratessiyazifanela sihlupheka sonke≡ƒñªΓÇìΓÖé∩╕Å≡ƒÿ¡ ,negative
i wondered about this as well hey im just glad leleti didnt wait for anyone to come to her started her own thing and is doing great with imbewu ,negative
am thinking of calling it quits hlampe sohlangana ngendlela okwamanje mele ngbhekane nempilo yam ngikhohlwe ama relationship ,negative
i can tell ukuthi beyididekile ingane ,negative
"isitholakele inyoka, it all makes sense now≡ƒÿà≡ƒÿà≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿébuka ",negative
sa tourism to sponsor tottenham hotspurs in england≡ƒ½ú cabanga ,positive
khuluma ngani ,neutral
"ubothi mawushwashwada nabangani bakhonihlel ukuthi ningiqumbe phansiubuye ukhumbule, nami nginedlozi and liyalwa ",positive
kuncono siqale sonke manje ,neutral
05 mhlawumbe ingcono if kungabamhlophe ibuhlungu eyodarky ,negative
analo bayacika shmm lento bisithule kancane kodwa bona sebeyayivusa ≡ƒÿÆ≡ƒÿÆ ngeluleko zabowe stand with phyna phyna≡ôâ░ ,negative
like really ngempela ngempela whats up with so much generosity ,negative
mathenjwazama aphi amanga wami ≡ƒñú≡ƒñú≡ƒñú≡ƒñú ,negative
walwa kangaka ndoda kutheni≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé ,positive
neochanel ukungasazi iszulu kwakho akungabi inkinga yam lelibanda leli ,negative
"lunga 21 someone said ngicela ungipha i full tank ≡ƒÖå≡ƒÅ╜ΓÇìΓÖé∩╕Å after that, ngiphoswe yi skhathsami se nyangauthini uthi i wash lakho lenze njani ",positive
anisho kutsi lentfo yekudliwa ibuhlungu kanjena manje labe liverpool babhemani yebonine kuze bachubeke baphile kahle yhiii ibuhlungu lentfo ,negative
zinger wings≡ƒÿ⌐inganekwane ≡ƒÑ╡ ,negative
esphingo i saw that this week ≡ƒÿé ngangena nginethemba ngajika phakathi ,positive
jobe kazi amanga awani ubabu zuma wayekhonze ukuzilusela izinkomo ,negative
tingchaza masetivela nema jokesnyanalentfo yakho iyakujolela kwekucala ≡ƒÜ« ,positive
lutho aslele ,negative
"it seems i was sleeping on twitter, what does inganekwane mean now ",negative
kusebusika kwelam icala ,negative
just get air and be around people and see how light you feel again your mind is your worst nightmare sometimes phuma nje kancane ushawe umoya ,positive
≡ƒÿéwhat ≡ƒñ╖ΓÇìΓÖé soweto people tickets watch derby ≡ƒÿé neds ngempela ,positive
mina i think chiefs has quality looking at how the boys played bancane and the bayafuna ukudlala inkinga iku coach uthatha izinto personal kakhulu abadlali bahlala ebhetshini cause nje today bengamufaka ungcobo and push dove to left back mashiane amufake 2nd half to get him bk ,negative
sthathi if you zoom in the shembe sticker says ebusweni bezitha zami will fix it nicely put a fresh sticker written shembe uyisimanga suka madoda bazozwa ngami ngongena ngayo emahhovisini amakhulu neqhoks lami ,negative
uzogcina khona ukuthi ngoba usacabanga ngale ndlela okwamanje ,positive
behavior treat people changes money uthathele izinto phezulu beter ,negative
nilele mosinhliziyo yamii ibhlungu angikaze ngizwe ubuhlungu obunje ,negative
yazi sidinga ilockdown noma ka 4 weeks ene curfew ka 10 pm with no covid 19 as izwe kuke kuthi ukuthula kancane ,positive
discovery sa bakwenzani manje mongameli wami ,positive
tm xolisa brazo kushubile ≡ƒÿé ,positive
ubusukobuhle ngaze ngajabula sisi vukile mangizwa ingane yangasekhaya emsakazweni≡ƒÑ│≡ƒÑ│kodwa ngisazomthethisa ku whatsapp ngoba ungifihlelile izindaba ezinhle kangaka ngiwu bhuti wakhe omdala ,positive
can i ask somethingyeboare you in a relationshipyeah but aii khululekayesterdaymeaningikhona yona inja but aylumi ,positive
ilula lento mailula ≡ƒöÑ≡ƒÖî≡ƒÖî ,positive
they treat themselves as s3x objects no man will be reminded of washing his car when he sees a woman dressed like that even she thinks she is s3xythe abnormal has become normal libhubhile elihle kakhulu ,negative
maybe asking posible south africans races cultures zulu people siyekeni alow thing feling opnion dictate courtesy nisixege kancane ,positive
"ngempela usemhlabeni uvela ezulwini, uyakuhlanza konke okunhlizweni≡ƒñì≡ƒñì ",positive
ngoba sikhuluma iqiniso uvemelana nathi≡ƒÿé ,positive
haibo zenzeni iyΓÇÖngane kangaka ≡ƒÿ│ ,positive
blackza ngathi icabangela inkinga zayo kwena≡ƒÿé ,negative
nhlanhlur kuthiwa she will be okay u nono≡ƒñ¡ ,neutral
khululeka junior mnganami ≡ƒÿé≡ƒæè ,positive
"october my boss told our pa who had just got married ukuthi she should not even think about having a childhe is not willing to pay her to sit at home and breastfeed her babies, the company would run a lossmoghal decided to get pregnant and he fired herΓÇªthis was in a law firm setting ",positive
love this kodwa ngiyabazi o angiwuphuzi u drink nginama ulcer ngicela isinkwa esi brown ≡ƒñú≡ƒñú ,neutral
"mbanjwa njengoba isifakwe emaphepheni akwasaps nje is already registered nakwi dokodo as exhibit,iyagcinwa till kuze kphele icala bese ibuyela kuhulumeni ",negative
"am risk man dingo mandingo straight, o tsere weight yothe be a e tshela mo tshegeng ",neutral
ungowakhe so okwakho okwakhe until akunikele kuloyo oyocela umshado or nize nihlukaniswe ukufa okwakhe njalo okwakhe≡ƒÿà≡ƒÿà≡ƒÿà ,negative
ay kancane futhi ≡ƒæî≡ƒÅ╛≡ƒöÑ≡ƒÿì ,positive
bengithi siyathandana kanti ngithandana nesfebe sendoda ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒôó≡ƒôó≡ƒôó≡ƒôó ,negative
mara wena uyi die hard ngempela ≡ƒñ₧≡ƒÅ╜ give it to the big guy ill trust his opinion ≡ƒÿé≡ƒñú≡ƒÿé ,positive
mina vele angiwafuni cz our elders are being harassed emakhaya ngento engekho ,positive
i need his nyanga because wow ,neutral
mina nje idlozi ngyalihlonipha uyena okhuluma yedwa mina sengilele omunye yangenza mangivuka ngisuka eduze kwakhe livuke ngibuyele liwe ΓÇª kunamhlanje sengiyabona ukuthi ngasinda ,positive
"nkosi, ngicela zipope manje ≡ƒÖÅ≡ƒÅ╛ ",positive
ngicela ungthengele ,neutral
shiluvankuna yini inkinga yakho≡ƒÿæ ,negative
mrozawangempel fm sgqemeza nomroza ngicela ukuthi kumama thembisile kunene kanye nondodakazi kamhyafa umandisa mbatha sengathi umdali angabalonda baphinde bebone iminye iminyaka ezayo babe nosuku olumnandi ukhozifmvabs ,negative
weeeeh inganekwane ,negative
uhamba wedwa phambili asikuyeke ,positive
hadebe yanqena sikfakele imali uvele uyothenga utshwala oe ≡ƒÑ║≡ƒÑ║ ,negative
malunga ngathi inganekwane kodwa ,negative
ngelinye ilanga liyovela iqiniso lalaba ,positive
you just described me cabanga ,neutral
"kaizerchiefs lana nje inkinga , you canΓÇÖt even protest against family business they must just play at empty stadiums until khune cuts off le dye ekhanda izikole zivuliwe mos≡ƒÿÆ ",negative
ndika all the best siya Γ¥ñ∩╕Å ,positive
you misread this kancane nje konakele ,positive
fm mrozawangempel ukhozifmvabs ngivukileeee proof of life umabongi ndlelal lo ngise benoni ekhaya kuse ndinde emahlabathini ngicela kuvuka nomdeni wami wonke ubaba wami nezingane asanda no anelisa basendinde ekhaya ngyabonga ,positive
"bakithi, siyabonga mabuhlezaΓ¥ñ∩╕Å ",positive
amanga aluhlaza lawo ,negative
but you dismiss the logical nd simply explanation of human originscience has proven our relation with dustearthand again tht we are all descendants of one species adaminyokasnakeayikhulumi but was used by intelligent creature to lure humans ,negative
diary sessions ≡ƒùú∩╕Åunderwaysiya amp olis 1st bbtitans ,negative
inside head lutho niks zero ,negative
"b yes, cabanga ",neutral
"yoh lona , kuya phuthuma yazΓÇÖ letΓÇÖs start society sa breast reduction ",positive
siyafrans awazi lutho nje ≡ƒñú ≡ƒñú ≡ƒñú ≡ƒñú ,negative
anisamniki na 2klipha a week lomfana asebenta kangaka ,positive
nungusompisi ≡ƒñú≡ƒñú i didnt even consider it as inkinga yaz ,negative
"yazi ngipopola ingozi lana , this is real personal ≡ƒñú≡ƒñú≡ƒñú ",negative
yona ngiyayibona impi kodwa amathambo athi akukho goal kulegame kuyolamula umlotha ,positive
unions in the private security sector picket against imvula group over medical insurance fraud affecting poor security ,negative
gemini true they couldve just waited for june imbi le nyanga≡ƒÿ¡ ,negative
bewathanda kangaka ,positive
"lejaka1 02 commenting on something posted akusi inkinga, going out of your way to screenshot and put someone elses post from instagram on your twitter is a stretch kodwa angisekho lapho uza qhubeka wedwa ≡ƒæÅ≡ƒÅ╜≡ƒæÅ≡ƒÅ╜≡ƒæÅ≡ƒÅ╜ ",negative
"vukani itΓÇÖs my birthday ≡ƒÿä≡ƒÿüi am filled with gratitude, this year has been incredible god, my ancestors and mostly you who gave me your ear on and your eyes on my business partners and loved ones, ngiyabonga ngicela nithi hooray≡ƒÄé≡ƒÄé≡ƒÄê≡ƒÄê≡ƒÄê≡ƒÄê ",negative
kushoda ibus elibhalwe ukuthi ntambama sihlangane bese kuba isempangeni straight ≡ƒñú ,positive
lutho ≡ƒñú≡ƒñú≡ƒñú ,negative
phala when i get to the and be like nx kanti utshwala bunjani ≡ƒÿé≡ƒÿé≡ƒÿéi laugh alone ,positive
inganekwane sona2023 ,negative
zungu ugudla nathi ke manje ,neutral
lol yini manje ,positive
ayikho yona≡ƒñú i just bumped into them and we stood for a long time sixoxa and they were drunk but wanting to talk business same time≡ƒÿé bebekhulunyiswa utshwala ingakho ngithi bebengiwayinda≡ƒñú ,negative
umsebenzi ep Γ¥ñ ,positive
lmao aphi amanga ka khanyi ≡ƒÿ¡ ,negative
speda amajitha afana naye engenalutho life bathatha abantu besifazane kancane money neds understand power internet actions catch ,negative
"lutho i love him but damn,this year he hates me≡ƒÆö≡ƒÿ¡ ",negative
umshado landed at midnight now out on all digital platforms brought to you by flying squad entertainement ,positive
ei animeni kancane ,positive
kakhulu ≡ƒÖî≡ƒÿò≡ƒÿò ,negative
balle khokha moa simba dont play with ramasedi tsala nna pelo e e telele tsala ,negative
87 kuncono wena uvula i shower amanzi aphuma phezulu thina abanye sivula amabhakede sikhe amanzi ,positive
"member, ngicela singaxabani ngyacela ",neutral
siya hayi siya≡ƒÿé≡ƒÿé≡ƒÿé ,positive
phambili ngenganunu≡ƒì╛≡ƒì╛ ,positive
"nqoerna1 nkosi, izwa ukukhuleka kwethu ",positive
hlezi zigowa ngumjolo ongekho iigirls zase alex ,negative
ungayi khohlwa leyanto ,negative
"siyakwamukela, sikukhumbulile ungekhoΓÇªmele sibe ne contact yakho ukuze uma ifa futhi singeke sikucinge ezihlahleni ",positive
xhoko lol sibathanda impela but iqiniso lihle ≡ƒÿå ,positive
inkinga anisphenduli on your dms angithi nifuna ama out a cute ,negative
thats not even here kwi header ≡ƒÖå≡ƒÅ╛≡ƒÿ¡≡ƒÿû≡ƒÿû she use too steal amaphone aaaah wothi ngilale lento yokuphila amanga for twitter ,negative
nketsi inganekwane ke le ,negative
ngizama ukuzwa ukuthi ithini ngathi angizwa kahle ngicela usize ungibhalele yona ,negative
inganekwane thola ,negative
liyizehluleki yazi bcc lihambe e cowdray park liyobona ukuthi ingan imigwaqo yenu ,negative
yeboΓÇªziyamkhalela manje ,positive
≡ƒñúyazi kodwa utwiter ukwenze ungene izindaba zabantu ungaqondile ,positive
just go with flow okunengi sokbona phambili ,positive
"king rsa you had to emphasize mahikengg, neh, siya ku bongela mfowethu, we na no motswana wakho ",positive
"yaz ngempela, beke bebuze njer i author of the book of hebrews ",positive
senima rizla ke manje ≡ƒñö ,negative
it is post load shedding manje whats happening guys ,positive
advobarryroux haibo maseko suka endaben zabantu≡ƒñú≡ƒñúusukhipha nelocation manje ≡ƒñú≡ƒñú ,positive
you cant be a fan of good music and not jam to inganekwane ,negative
"inkinga ngokuba mnyama≡ƒîÜ, ukuthi ngisho i perfume inuka kwena abantu abakuthembi≡ƒñª≡ƒÅ┐ΓÇìΓÖé∩╕Å ",negative
zeeright vele cabanga ,neutral
manje le under emise okwasamusa emdala kanje eyani≡ƒÿ½≡ƒÿ½≡ƒÿ½ ,negative
the g ohh bakithi ≡ƒÆöΓÿ╣∩╕Å ,negative
"betty, thanks for the compensation mara you still have to back the full money aska khohlwa ",negative
"mosweu monnamogolo le nna ke tshela hela jalo, morahe o o hilwe pamphlet of conduct ",neutral
kins wase ujaka kangaka≡ƒÖåΓÇìΓÖÇ∩╕Å ,positive
"iqiniso ukuthi kunzima ukuphila epmb, kumele ulindele ukufa noma ukubulala noma inininkosi yezulu iba nathi ",negative
nande yasebenza kakhulu≡ƒÿé≡ƒÿé ,positive
angithembi lutho nje mina ngamasonto ,negative
eh baba khuluma ≡ƒÿ¡≡ƒÆöΓ£ï≡ƒÅ╛ ,negative
genuinely interested reading thing impecable track record government portfolios ngavele ngabona ukuthi inganekwane ,negative
ms lol ≡ƒÿé aww bakithi ,positive
the bae hopefully you in the process of getting them apprehended njengamanje ,neutral
vele ngi single ngumuhle ngehlisa amafutha ≡ƒÆâ≡ƒÅ┐Γ¥ñ∩╕Å ,positive
for a minute there i thought gcina is going to sing mina ngizwidii ≡ƒÿ¡ nganele ,negative
"mayengekho nami, kukhona wena eduze kwami, you do the mathingmaths ma≡ƒîÜ ",positive
"uhlala kimi, ngihlale kuye, nguyen owendz umsebenzi la ozinikela aphathwe nguye, uyamncobela izitha nya yebo ke nawe ongaka kholwa, uyabizelw enhlanhleni bo, lomusa ongaka usengawuthola, wanele bonkhe, lomusa lo ≡ƒÖÅ≡ƒÖÅ ",negative
bemthanda kangaka cyril ingathi baloyiwe ,positive
ligwalagwalafm kodvwa wagogo sibaningi kangaka ≡ƒÿ¡≡ƒÿ¡≡ƒÿó angeke kepha niva nge toitoi ≡ƒñú≡ƒÿé≡ƒñú≡ƒñú stawupika lecrowd yamadumane ,negative
wangempela ekuseni kangaka ,positive
sa ngempela yaz ,positive
kancane kancane we feeding a hungry cv ≡ƒÑ░≡ƒÑ░≡ƒöÑ≡ƒöÑ≡ƒöÑ≡ƒöÑ≡ƒöÑ ,positive
one thing about these celebrities they will ≡ƒÆö≡ƒÆö≡ƒÆö≡ƒÆö≡ƒÆö≡ƒÆö≡ƒÆö bangasho lutho ,negative
im starting to believe the rumors zoba uyajola zange ndakubona uncume kangaka ≡ƒñú≡ƒñú≡ƒñú≡ƒñú yho ukuhlangule la mntu ,positive
can we start or sime kancane ≡ƒÑ║ ,positive
fanie asina electricity others dont have amanzi kodwa shimo ,negative
ive been so sad and emotional that im even giving myself the ick why ndigowa kangaka ≡ƒÿÉ ,positive
italianmixx youre clueless about awb youre cheapining the lives of black people killed by the racist awb for expediency qhubeka ,negative
ngcobo ngcobo allow me to tell you that uyathandwa choose peace above everything elseΓ¥ñ∩╕Å lo ovusa impi engekhoyo mshayise ngomoya aze abuye ezinqondweni kahle ,negative
cabanga njenami angifune vila ≡ƒñú≡ƒÿé ,positive
zajabula izitha weeee ,negative
sengikhathele ngempela manje i cant be crying everyday ,positive
lutho mdalo went ninjalo≡ƒñúnizwana nokutefa ,negative
"basakazi nayi iplate of the day,cela ningiphe umklomelo hlezi ngizama lingawini ngihleli phansi kwesihlala ngizidlela ubhontshisi nophuthu nenyama ekunembeza zimiphib1 dankie1223 ",positive
n kancane kancane uyavela ≡ƒæì≡ƒÅ┐ ,positive
mrsign kancane kancane ngiyazama ,positive
"anny944 umile umbuzo nkosiyam makaphendule, kuyaphuthuma ",positive
ngiyambona manje ≡ƒÿé≡ƒÿé≡ƒÿé ,positive
ongunkosikazi kababuceleusemsakazweni wakho njengamanje uhlelo ,positive
umsholozi wasebenza umsebenzi omuhle kakhulu lana ,positive
"ngikhohlwe ukumthiphisa athathe umadlokovu wink ngiyambongela bakithi, ever so kind mamaΓ¥ñ∩╕ÅΓ¥ñ∩╕ÅΓ¥ñ∩╕Å ",positive
"175 xhosandiza ndingento yalutho,ndicengwa ligazi lakho,elaphalazwa ngenxa yamse ndisiza, se ndisiza≡ƒÆÖ≡ƒÆÖ≡ƒÆÖ≡ƒÆÖ≡ƒÆÖ≡ƒÆÖ≡ƒÆÖ≡ƒÆÖ ",negative
"rsa he did it rsa ≡ƒÖî stand a chance to win great prizes this summer, all you have to do is activate any of the trending tunes belowΓÇï1 sponono 19032 ΓÇï2 umsebenzi wethu 19038 ΓÇï3 too late for mama 19042 tsh ",negative
seniyi zangoma manje ,neutral
≡ƒöÑthis duo ≡ƒÿ«ΓÇì≡ƒÆ¿inganekwane is laced ,negative
"khuzeka njalo christopher baqonde labantu njengondoda enesibindi, ubezwe ukuthi bathini uma bebhibhidla ungabalaleli ",positive
kancane kancane≡ƒÿ¡ ,positive
"ms im trying, mara ndiyohlulakala cabanga ≡ƒÿ¡≡ƒÿ¡≡ƒñú ",negative
rhodurnan so nonku brought this man ukuthi azomshela ku tv ,neutral
"mina uniform ngayithenga ngodec seksele ama cover ne stationery for izingane ezintathu,ulwazi,asiphe no uminathi ujan unzima ngempela ngibona ngathi ngorenter ngomango ngoba kuyabiza ukusa ingane eskoleni niyabusa mhlo ngoba una 1,, djsgqemeza ukhozifmvabs ",negative
"ngempela, nawe uyazi ",positive
irks angikaze ngale lutho selokhu kwathi nhlo ngivuma konke ,negative
shoba lutho ,negative
"tuswa hayi mntase, umhle kangaka ",positive
1gig telkom data giveaway comment inganekwane comment with the most likes gets the data ,negative
mna i can give few references that will tell kwesam isifuba ulala ubusuku bonke soze ndikhale ≡ƒÿé≡ƒÿé≡ƒÿé ,positive
manje the ducks in water dispenser ≡ƒñú≡ƒÿé≡ƒñö wenzani that unemployed human if its not the remote its the fridge abana peace labantu≡ƒÿé≡ƒñú≡ƒÿé≡ƒÿé ,negative
"i agree with its really embarrassing to listen a big men on spaces talking into engekho and claiming to know football, ay ay ay a whole baba womuzi ≡ƒñö≡ƒÖåΓÇìΓÖÇ∩╕Å ",negative
intombi ≡ƒÿ│≡ƒÿ│hhaybo ngempela ,positive
ta marah7 isnt that xolisa ,positive
manje lo wommbila ke yena uzizwa kanjani≡ƒñú≡ƒñú≡ƒñú ,neutral
sizwedhlomo cabanga ≡ƒÖå≡ƒÅ╛ΓÇìΓÖé∩╕Å ,positive
tshela le ntwana ukuthi no ma wayo uya bhora uyeke ukuba nice ntwana yami ,neutral
cherri i thought she wanted to say cabanga think ≡ƒÿé ,positive
in south africa ilobolo constitutes as umshado meaning you are married in community of property okwakhe okwakho including izikweletu zakhe make sure that you sign a prenuptial before lobola to avoid isiphithiphithiΓÇª ,negative
"residents of delft, phillippi, nyanga, gugs, mfoleni, khayelitsha, etc would disagree with you son ",negative
asiyincenge kancane wencengimpilo kuzekushayelesosikhathi kubili nje mekungegistrin ifull pent ngila emsinga emzweni ,negative
amahloni nix≡ƒñ« ,negative
absasouthafrica time to secure the bag ≡ƒÆ╝ icanwithabsa wedomorewednesdays ziyakhala manje ,positive
